date,naturopathe,isPartial
2018-01-07,0,False
2018-01-14,34,False
2018-01-21,45,False
2018-01-28,35,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,38,False
2018-03-04,34,False
2018-03-11,47,False
2018-03-18,0,False
2018-03-25,36,False
2018-04-01,37,False
2018-04-08,37,False
2018-04-15,27,False
2018-04-22,24,False
2018-04-29,31,False
2018-05-06,0,False
2018-05-13,24,False
2018-05-20,38,False
2018-05-27,24,False
2018-06-03,24,False
2018-06-10,47,False
2018-06-17,26,False
2018-06-24,51,False
2018-07-01,24,False
2018-07-08,25,False
2018-07-15,26,False
2018-07-22,52,False
2018-07-29,39,False
2018-08-05,26,False
2018-08-12,27,False
2018-08-19,26,False
2018-08-26,34,False
2018-09-02,38,False
2018-09-09,25,False
2018-09-16,0,False
2018-09-23,37,False
2018-09-30,25,False
2018-10-07,33,False
2018-10-14,51,False
2018-10-21,50,False
2018-10-28,24,False
2018-11-04,60,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,24,False
2018-12-02,36,False
2018-12-09,36,False
2018-12-16,41,False
2018-12-23,39,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,47,False
2019-01-20,23,False
2019-01-27,44,False
2019-02-03,46,False
2019-02-10,48,False
2019-02-17,41,False
2019-02-24,32,False
2019-03-03,35,False
2019-03-10,36,False
2019-03-17,49,False
2019-03-24,74,False
2019-03-31,40,False
2019-04-07,49,False
2019-04-14,59,False
2019-04-21,36,False
2019-04-28,31,False
2019-05-05,38,False
2019-05-12,40,False
2019-05-19,59,False
2019-05-26,0,False
2019-06-02,23,False
2019-06-09,38,False
2019-06-16,24,False
2019-06-23,48,False
2019-06-30,35,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,24,False
2019-07-28,50,False
2019-08-04,49,False
2019-08-11,24,False
2019-08-18,57,False
2019-08-25,47,False
2019-09-01,46,False
2019-09-08,31,False
2019-09-15,69,False
2019-09-22,44,False
2019-09-29,22,False
2019-10-06,67,False
2019-10-13,55,False
2019-10-20,36,False
2019-10-27,85,False
2019-11-03,42,False
2019-11-10,35,False
2019-11-17,21,False
2019-11-24,31,False
2019-12-01,21,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,29,False
2020-01-05,20,False
2020-01-12,100,False
2020-01-19,34,False
2020-01-26,47,False
2020-02-02,40,False
2020-02-09,30,False
2020-02-16,26,False
2020-02-23,26,False
2020-03-01,26,False
2020-03-08,39,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,66,False
2020-04-05,33,False
2020-04-12,28,False
2020-04-19,28,False
2020-04-26,16,False
2020-05-03,33,False
2020-05-10,29,False
2020-05-17,0,True
