date,naturopathe,isPartial
2018-01-07,37,False
2018-01-14,0,False
2018-01-21,57,False
2018-01-28,56,False
2018-02-04,24,False
2018-02-11,41,False
2018-02-18,25,False
2018-02-25,48,False
2018-03-04,0,False
2018-03-11,25,False
2018-03-18,49,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,24,False
2018-04-15,25,False
2018-04-22,24,False
2018-04-29,25,False
2018-05-06,38,False
2018-05-13,25,False
2018-05-20,100,False
2018-05-27,32,False
2018-06-03,24,False
2018-06-10,23,False
2018-06-17,0,False
2018-06-24,50,False
2018-07-01,48,False
2018-07-08,49,False
2018-07-15,38,False
2018-07-22,38,False
2018-07-29,0,False
2018-08-05,36,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,24,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,24,False
2018-09-23,50,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,26,False
2018-10-21,42,False
2018-10-28,36,False
2018-11-04,36,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,48,False
2018-12-02,24,False
2018-12-09,33,False
2018-12-16,26,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,49,False
2019-01-13,73,False
2019-01-20,24,False
2019-01-27,71,False
2019-02-03,73,False
2019-02-10,39,False
2019-02-17,60,False
2019-02-24,36,False
2019-03-03,35,False
2019-03-10,37,False
2019-03-17,25,False
2019-03-24,38,False
2019-03-31,25,False
2019-04-07,35,False
2019-04-14,51,False
2019-04-21,35,False
2019-04-28,0,False
2019-05-05,35,False
2019-05-12,58,False
2019-05-19,72,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,30,False
2019-06-16,40,False
2019-06-23,36,False
2019-06-30,36,False
2019-07-07,47,False
2019-07-14,55,False
2019-07-21,48,False
2019-07-28,24,False
2019-08-04,23,False
2019-08-11,43,False
2019-08-18,94,False
2019-08-25,23,False
2019-09-01,46,False
2019-09-08,46,False
2019-09-15,23,False
2019-09-22,33,False
2019-09-29,67,False
2019-10-06,23,False
2019-10-13,22,False
2019-10-20,66,False
2019-10-27,42,False
2019-11-03,29,False
2019-11-10,32,False
2019-11-17,29,False
2019-11-24,21,False
2019-12-01,44,False
2019-12-08,33,False
2019-12-15,33,False
2019-12-22,45,False
2019-12-29,22,False
2020-01-05,21,False
2020-01-12,41,False
2020-01-19,22,False
2020-01-26,35,False
2020-02-02,21,False
2020-02-09,0,False
2020-02-16,32,False
2020-02-23,41,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,18,False
2020-03-22,86,False
2020-03-29,17,False
2020-04-05,43,False
2020-04-12,18,False
2020-04-19,36,False
2020-04-26,16,False
2020-05-03,25,False
2020-05-10,36,False
2020-05-17,45,True
