date,naturopathe,isPartial
2018-01-07,31,False
2018-01-14,61,False
2018-01-21,30,False
2018-01-28,30,False
2018-02-04,59,False
2018-02-11,62,False
2018-02-18,32,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,60,False
2018-03-25,29,False
2018-04-01,30,False
2018-04-08,46,False
2018-04-15,49,False
2018-04-22,30,False
2018-04-29,29,False
2018-05-06,62,False
2018-05-13,30,False
2018-05-20,32,False
2018-05-27,30,False
2018-06-03,0,False
2018-06-10,29,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,33,False
2018-07-15,33,False
2018-07-22,33,False
2018-07-29,65,False
2018-08-05,32,False
2018-08-12,32,False
2018-08-19,64,False
2018-08-26,62,False
2018-09-02,63,False
2018-09-09,0,False
2018-09-16,92,False
2018-09-23,46,False
2018-09-30,46,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,42,False
2018-10-28,59,False
2018-11-04,29,False
2018-11-11,60,False
2018-11-18,58,False
2018-11-25,56,False
2018-12-02,43,False
2018-12-09,29,False
2018-12-16,88,False
2018-12-23,63,False
2018-12-30,31,False
2019-01-06,57,False
2019-01-13,100,False
2019-01-20,36,False
2019-01-27,26,False
2019-02-03,27,False
2019-02-10,29,False
2019-02-17,77,False
2019-02-24,49,False
2019-03-03,42,False
2019-03-10,48,False
2019-03-17,40,False
2019-03-24,45,False
2019-03-31,29,False
2019-04-07,59,False
2019-04-14,41,False
2019-04-21,49,False
2019-04-28,83,False
2019-05-05,69,False
2019-05-12,57,False
2019-05-19,47,False
2019-05-26,44,False
2019-06-02,54,False
2019-06-09,27,False
2019-06-16,29,False
2019-06-23,29,False
2019-06-30,55,False
2019-07-07,68,False
2019-07-14,60,False
2019-07-21,30,False
2019-07-28,30,False
2019-08-04,30,False
2019-08-11,29,False
2019-08-18,72,False
2019-08-25,28,False
2019-09-01,83,False
2019-09-08,47,False
2019-09-15,83,False
2019-09-22,52,False
2019-09-29,52,False
2019-10-06,54,False
2019-10-13,40,False
2019-10-20,27,False
2019-10-27,38,False
2019-11-03,43,False
2019-11-10,25,False
2019-11-17,52,False
2019-11-24,0,False
2019-12-01,25,False
2019-12-08,50,False
2019-12-15,52,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,0,False
2020-01-12,41,False
2020-01-19,64,False
2020-01-26,37,False
2020-02-02,37,False
2020-02-09,74,False
2020-02-16,50,False
2020-02-23,25,False
2020-03-01,85,False
2020-03-08,95,False
2020-03-15,36,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,28,False
2020-04-12,43,False
2020-04-19,57,False
2020-04-26,0,False
2020-05-03,83,False
2020-05-10,44,False
2020-05-17,73,True
