date,naturopathe,isPartial
2018-01-07,34,False
2018-01-14,53,False
2018-01-21,0,False
2018-01-28,37,False
2018-02-04,22,False
2018-02-11,23,False
2018-02-18,31,False
2018-02-25,35,False
2018-03-04,47,False
2018-03-11,58,False
2018-03-18,92,False
2018-03-25,23,False
2018-04-01,58,False
2018-04-08,46,False
2018-04-15,24,False
2018-04-22,46,False
2018-04-29,49,False
2018-05-06,25,False
2018-05-13,23,False
2018-05-20,47,False
2018-05-27,23,False
2018-06-03,39,False
2018-06-10,45,False
2018-06-17,47,False
2018-06-24,24,False
2018-07-01,35,False
2018-07-08,0,False
2018-07-15,26,False
2018-07-22,26,False
2018-07-29,26,False
2018-08-05,27,False
2018-08-12,41,False
2018-08-19,26,False
2018-08-26,37,False
2018-09-02,49,False
2018-09-09,57,False
2018-09-16,24,False
2018-09-23,0,False
2018-09-30,59,False
2018-10-07,24,False
2018-10-14,37,False
2018-10-21,41,False
2018-10-28,40,False
2018-11-04,35,False
2018-11-11,93,False
2018-11-18,45,False
2018-11-25,23,False
2018-12-02,35,False
2018-12-09,47,False
2018-12-16,24,False
2018-12-23,39,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,46,False
2019-01-20,22,False
2019-01-27,32,False
2019-02-03,46,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,30,False
2019-03-03,22,False
2019-03-10,23,False
2019-03-17,35,False
2019-03-24,48,False
2019-03-31,24,False
2019-04-07,37,False
2019-04-14,38,False
2019-04-21,23,False
2019-04-28,22,False
2019-05-05,44,False
2019-05-12,62,False
2019-05-19,34,False
2019-05-26,34,False
2019-06-02,21,False
2019-06-09,51,False
2019-06-16,23,False
2019-06-23,23,False
2019-06-30,39,False
2019-07-07,40,False
2019-07-14,25,False
2019-07-21,0,False
2019-07-28,42,False
2019-08-04,51,False
2019-08-11,100,False
2019-08-18,26,False
2019-08-25,62,False
2019-09-01,33,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,51,False
2019-09-29,0,False
2019-10-06,43,False
2019-10-13,28,False
2019-10-20,50,False
2019-10-27,41,False
2019-11-03,48,False
2019-11-10,54,False
2019-11-17,41,False
2019-11-24,20,False
2019-12-01,40,False
2019-12-08,67,False
2019-12-15,21,False
2019-12-22,44,False
2019-12-29,0,False
2020-01-05,39,False
2020-01-12,32,False
2020-01-19,34,False
2020-01-26,26,False
2020-02-02,39,False
2020-02-09,59,False
2020-02-16,40,False
2020-02-23,20,False
2020-03-01,51,False
2020-03-08,19,False
2020-03-15,17,False
2020-03-22,33,False
2020-03-29,32,False
2020-04-05,25,False
2020-04-12,34,False
2020-04-19,17,False
2020-04-26,15,False
2020-05-03,26,False
2020-05-10,34,False
2020-05-17,41,True
