date,Flachdach,isPartial
2018-01-07,0,False
2018-01-14,49,False
2018-01-21,25,False
2018-01-28,24,False
2018-02-04,37,False
2018-02-11,0,False
2018-02-18,25,False
2018-02-25,26,False
2018-03-04,49,False
2018-03-11,24,False
2018-03-18,50,False
2018-03-25,52,False
2018-04-01,27,False
2018-04-08,70,False
2018-04-15,59,False
2018-04-22,60,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,49,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,37,False
2018-06-10,24,False
2018-06-17,39,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,38,False
2018-07-15,26,False
2018-07-22,53,False
2018-07-29,26,False
2018-08-05,51,False
2018-08-12,52,False
2018-08-19,38,False
2018-08-26,50,False
2018-09-02,50,False
2018-09-09,53,False
2018-09-16,38,False
2018-09-23,0,False
2018-09-30,42,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,46,False
2018-10-28,0,False
2018-11-04,53,False
2018-11-11,31,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,29,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,35,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,23,False
2019-01-20,35,False
2019-01-27,46,False
2019-02-03,69,False
2019-02-10,24,False
2019-02-17,61,False
2019-02-24,24,False
2019-03-03,73,False
2019-03-10,24,False
2019-03-17,84,False
2019-03-24,24,False
2019-03-31,24,False
2019-04-07,36,False
2019-04-14,52,False
2019-04-21,50,False
2019-04-28,36,False
2019-05-05,23,False
2019-05-12,0,False
2019-05-19,34,False
2019-05-26,35,False
2019-06-02,36,False
2019-06-09,24,False
2019-06-16,24,False
2019-06-23,48,False
2019-06-30,23,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,25,False
2019-07-28,24,False
2019-08-04,26,False
2019-08-11,25,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,46,False
2019-09-08,48,False
2019-09-15,25,False
2019-09-22,0,False
2019-09-29,23,False
2019-10-06,38,False
2019-10-13,26,False
2019-10-20,79,False
2019-10-27,0,False
2019-11-03,50,False
2019-11-10,0,False
2019-11-17,38,False
2019-11-24,75,False
2019-12-01,26,False
2019-12-08,39,False
2019-12-15,0,False
2019-12-22,29,False
2019-12-29,23,False
2020-01-05,40,False
2020-01-12,32,False
2020-01-19,23,False
2020-01-26,56,False
2020-02-02,42,False
2020-02-09,32,False
2020-02-16,24,False
2020-02-23,69,False
2020-03-01,23,False
2020-03-08,45,False
2020-03-15,43,False
2020-03-22,36,False
2020-03-29,18,False
2020-04-05,41,False
2020-04-12,58,False
2020-04-19,19,False
2020-04-26,39,False
2020-05-03,40,False
2020-05-10,41,False
2020-05-17,44,False
2020-05-24,51,False
2020-05-31,100,False
2020-06-07,43,False
2020-06-14,40,False
2020-06-21,22,False
2020-06-28,45,False
2020-07-05,35,False
