date,Flachdach,isPartial
2018-01-07,47,False
2018-01-14,62,False
2018-01-21,93,False
2018-01-28,31,False
2018-02-04,76,False
2018-02-11,53,False
2018-02-18,0,False
2018-02-25,32,False
2018-03-04,97,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,35,False
2018-04-01,59,False
2018-04-08,51,False
2018-04-15,35,False
2018-04-22,68,False
2018-04-29,35,False
2018-05-06,37,False
2018-05-13,34,False
2018-05-20,36,False
2018-05-27,0,False
2018-06-03,34,False
2018-06-10,44,False
2018-06-17,33,False
2018-06-24,67,False
2018-07-01,34,False
2018-07-08,67,False
2018-07-15,82,False
2018-07-22,35,False
2018-07-29,68,False
2018-08-05,64,False
2018-08-12,32,False
2018-08-19,98,False
2018-08-26,0,False
2018-09-02,33,False
2018-09-09,66,False
2018-09-16,0,False
2018-09-23,54,False
2018-09-30,52,False
2018-10-07,35,False
2018-10-14,43,False
2018-10-21,63,False
2018-10-28,60,False
2018-11-04,41,False
2018-11-11,62,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,31,False
2018-12-09,46,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,43,False
2019-01-13,28,False
2019-01-20,85,False
2019-01-27,28,False
2019-02-03,57,False
2019-02-10,80,False
2019-02-17,0,False
2019-02-24,60,False
2019-03-03,87,False
2019-03-10,48,False
2019-03-17,61,False
2019-03-24,60,False
2019-03-31,61,False
2019-04-07,100,False
2019-04-14,66,False
2019-04-21,64,False
2019-04-28,44,False
2019-05-05,38,False
2019-05-12,50,False
2019-05-19,29,False
2019-05-26,30,False
2019-06-02,75,False
2019-06-09,30,False
2019-06-16,30,False
2019-06-23,61,False
2019-06-30,30,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,33,False
2019-07-28,64,False
2019-08-04,64,False
2019-08-11,30,False
2019-08-18,30,False
2019-08-25,29,False
2019-09-01,29,False
2019-09-08,44,False
2019-09-15,41,False
2019-09-22,29,False
2019-09-29,57,False
2019-10-06,30,False
2019-10-13,57,False
2019-10-20,65,False
2019-10-27,54,False
2019-11-03,52,False
2019-11-10,54,False
2019-11-17,35,False
2019-11-24,40,False
2019-12-01,27,False
2019-12-08,0,False
2019-12-15,28,False
2019-12-22,29,False
2019-12-29,0,False
2020-01-05,50,False
2020-01-12,37,False
2020-01-19,42,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,78,False
2020-02-16,25,False
2020-02-23,74,False
2020-03-01,82,False
2020-03-08,47,False
2020-03-15,23,False
2020-03-22,22,False
2020-03-29,36,False
2020-04-05,50,False
2020-04-12,63,False
2020-04-19,57,False
2020-04-26,67,False
2020-05-03,46,False
2020-05-10,45,False
