date,Flachdach,isPartial
2018-01-07,23,False
2018-01-14,22,False
2018-01-21,33,False
2018-01-28,0,False
2018-02-04,44,False
2018-02-11,54,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,22,False
2018-03-11,44,False
2018-03-18,43,False
2018-03-25,68,False
2018-04-01,23,False
2018-04-08,22,False
2018-04-15,35,False
2018-04-22,33,False
2018-04-29,24,False
2018-05-06,100,False
2018-05-13,23,False
2018-05-20,24,False
2018-05-27,88,False
2018-06-03,0,False
2018-06-10,32,False
2018-06-17,43,False
2018-06-24,23,False
2018-07-01,45,False
2018-07-08,34,False
2018-07-15,25,False
2018-07-22,24,False
2018-07-29,0,False
2018-08-05,47,False
2018-08-12,34,False
2018-08-19,23,False
2018-08-26,68,False
2018-09-02,0,False
2018-09-09,23,False
2018-09-16,22,False
2018-09-23,0,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,22,False
2018-10-28,0,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,42,False
2018-11-25,64,False
2018-12-02,64,False
2018-12-09,22,False
2018-12-16,0,False
2018-12-23,31,False
2018-12-30,25,False
2019-01-06,41,False
2019-01-13,42,False
2019-01-20,21,False
2019-01-27,42,False
2019-02-03,62,False
2019-02-10,43,False
2019-02-17,63,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,65,False
2019-03-24,33,False
2019-03-31,22,False
2019-04-07,88,False
2019-04-14,47,False
2019-04-21,24,False
2019-04-28,43,False
2019-05-05,21,False
2019-05-12,23,False
2019-05-19,22,False
2019-05-26,0,False
2019-06-02,45,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,50,False
2019-07-14,26,False
2019-07-21,28,False
2019-07-28,26,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,24,False
2019-08-25,36,False
2019-09-01,0,False
2019-09-08,23,False
2019-09-15,24,False
2019-09-22,22,False
2019-09-29,43,False
2019-10-06,23,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,44,False
2019-11-03,64,False
2019-11-10,22,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,68,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,32,False
2019-12-29,27,False
2020-01-05,21,False
2020-01-12,42,False
2020-01-19,20,False
2020-01-26,0,False
2020-02-02,62,False
2020-02-09,39,False
2020-02-16,54,False
2020-02-23,18,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,17,False
2020-03-22,17,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,25,False
2020-04-19,25,False
2020-04-26,33,False
2020-05-03,33,False
2020-05-10,33,False
