date,Flachdach,isPartial
2018-01-07,31,False
2018-01-14,33,False
2018-01-21,44,False
2018-01-28,33,False
2018-02-04,35,False
2018-02-11,34,False
2018-02-18,0,False
2018-02-25,67,False
2018-03-04,33,False
2018-03-11,33,False
2018-03-18,51,False
2018-03-25,68,False
2018-04-01,33,False
2018-04-08,34,False
2018-04-15,37,False
2018-04-22,52,False
2018-04-29,53,False
2018-05-06,0,False
2018-05-13,35,False
2018-05-20,35,False
2018-05-27,44,False
2018-06-03,34,False
2018-06-10,32,False
2018-06-17,63,False
2018-06-24,33,False
2018-07-01,61,False
2018-07-08,37,False
2018-07-15,56,False
2018-07-22,0,False
2018-07-29,25,False
2018-08-05,49,False
2018-08-12,38,False
2018-08-19,48,False
2018-08-26,32,False
2018-09-02,33,False
2018-09-09,49,False
2018-09-16,49,False
2018-09-23,100,False
2018-09-30,33,False
2018-10-07,35,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,0,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,53,False
2018-11-25,50,False
2018-12-02,33,False
2018-12-09,33,False
2018-12-16,0,False
2018-12-23,33,False
2018-12-30,30,False
2019-01-06,30,False
2019-01-13,31,False
2019-01-20,30,False
2019-01-27,31,False
2019-02-03,0,False
2019-02-10,49,False
2019-02-17,32,False
2019-02-24,32,False
2019-03-03,31,False
2019-03-10,31,False
2019-03-17,32,False
2019-03-24,64,False
2019-03-31,50,False
2019-04-07,32,False
2019-04-14,33,False
2019-04-21,62,False
2019-04-28,30,False
2019-05-05,31,False
2019-05-12,62,False
2019-05-19,0,False
2019-05-26,30,False
2019-06-02,30,False
2019-06-09,60,False
2019-06-16,60,False
2019-06-23,76,False
2019-06-30,43,False
2019-07-07,29,False
2019-07-14,57,False
2019-07-21,29,False
2019-07-28,28,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,83,False
2019-09-08,66,False
2019-09-15,58,False
2019-09-22,30,False
2019-09-29,57,False
2019-10-06,29,False
2019-10-13,40,False
2019-10-20,46,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,27,False
2019-11-17,27,False
2019-11-24,28,False
2019-12-01,44,False
2019-12-08,29,False
2019-12-15,29,False
2019-12-22,31,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,25,False
2020-01-19,26,False
2020-01-26,34,False
2020-02-02,26,False
2020-02-09,27,False
2020-02-16,68,False
2020-02-23,52,False
2020-03-01,44,False
2020-03-08,61,False
2020-03-15,0,False
2020-03-22,48,False
2020-03-29,46,False
2020-04-05,53,False
2020-04-12,75,False
2020-04-19,25,False
2020-04-26,72,False
2020-05-03,24,False
2020-05-10,33,False
