date,piante da interno,isPartial
2018-01-07,0,False
2018-01-14,13,False
2018-01-21,0,False
2018-01-28,13,False
2018-02-04,13,False
2018-02-11,13,False
2018-02-18,12,False
2018-02-25,12,False
2018-03-04,35,False
2018-03-11,36,False
2018-03-18,61,False
2018-03-25,13,False
2018-04-01,40,False
2018-04-08,36,False
2018-04-15,62,False
2018-04-22,13,False
2018-04-29,38,False
2018-05-06,12,False
2018-05-13,36,False
2018-05-20,12,False
2018-05-27,0,False
2018-06-03,12,False
2018-06-10,24,False
2018-06-17,13,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,13,False
2018-07-15,51,False
2018-07-22,26,False
2018-07-29,14,False
2018-08-05,0,False
2018-08-12,17,False
2018-08-19,33,False
2018-08-26,26,False
2018-09-02,24,False
2018-09-09,36,False
2018-09-16,0,False
2018-09-23,36,False
2018-09-30,36,False
2018-10-07,24,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,48,False
2018-11-04,34,False
2018-11-11,24,False
2018-11-18,23,False
2018-11-25,12,False
2018-12-02,36,False
2018-12-09,12,False
2018-12-16,24,False
2018-12-23,14,False
2018-12-30,14,False
2019-01-06,60,False
2019-01-13,34,False
2019-01-20,23,False
2019-01-27,34,False
2019-02-03,46,False
2019-02-10,34,False
2019-02-17,47,False
2019-02-24,24,False
2019-03-03,36,False
2019-03-10,83,False
2019-03-17,60,False
2019-03-24,25,False
2019-03-31,36,False
2019-04-07,36,False
2019-04-14,0,False
2019-04-21,27,False
2019-04-28,50,False
2019-05-05,48,False
2019-05-12,12,False
2019-05-19,23,False
2019-05-26,23,False
2019-06-02,24,False
2019-06-09,36,False
2019-06-16,36,False
2019-06-23,50,False
2019-06-30,12,False
2019-07-07,24,False
2019-07-14,13,False
2019-07-21,0,False
2019-07-28,67,False
2019-08-04,44,False
2019-08-11,66,False
2019-08-18,30,False
2019-08-25,80,False
2019-09-01,81,False
2019-09-08,35,False
2019-09-15,34,False
2019-09-22,33,False
2019-09-29,67,False
2019-10-06,45,False
2019-10-13,56,False
2019-10-20,54,False
2019-10-27,33,False
2019-11-03,21,False
2019-11-10,43,False
2019-11-17,21,False
2019-11-24,11,False
2019-12-01,33,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,81,False
2019-12-29,78,False
2020-01-05,56,False
2020-01-12,82,False
2020-01-19,63,False
2020-01-26,31,False
2020-02-02,31,False
2020-02-09,21,False
2020-02-16,62,False
2020-02-23,49,False
2020-03-01,19,False
2020-03-08,19,False
2020-03-15,30,False
2020-03-22,47,False
2020-03-29,58,False
2020-04-05,100,False
2020-04-12,51,False
2020-04-19,68,False
2020-04-26,65,True
