date,piante da interno,isPartial
2018-01-07,24,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,24,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,28,False
2018-04-01,57,False
2018-04-08,25,False
2018-04-15,0,False
2018-04-22,27,False
2018-04-29,26,False
2018-05-06,0,False
2018-05-13,26,False
2018-05-20,26,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,26,False
2018-07-22,25,False
2018-07-29,0,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,23,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,25,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,52,False
2018-10-28,37,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,26,False
2018-11-25,26,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,24,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,49,False
2019-02-24,24,False
2019-03-03,26,False
2019-03-10,37,False
2019-03-17,25,False
2019-03-24,50,False
2019-03-31,24,False
2019-04-07,0,False
2019-04-14,26,False
2019-04-21,53,False
2019-04-28,25,False
2019-05-05,49,False
2019-05-12,48,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,100,False
2019-06-09,0,False
2019-06-16,26,False
2019-06-23,25,False
2019-06-30,26,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,25,False
2019-08-04,0,False
2019-08-11,25,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,44,False
2019-09-08,24,False
2019-09-15,47,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,37,False
2019-10-20,23,False
2019-10-27,36,False
2019-11-03,23,False
2019-11-10,0,False
2019-11-17,49,False
2019-11-24,24,False
2019-12-01,25,False
2019-12-08,37,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,24,False
2020-01-12,23,False
2020-01-19,23,False
2020-01-26,0,False
2020-02-02,23,False
2020-02-09,47,False
2020-02-16,35,False
2020-02-23,45,False
2020-03-01,76,False
2020-03-08,20,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,30,False
2020-04-12,41,False
2020-04-19,28,False
2020-04-26,33,True
