date,piante da interno,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,25,False
2018-02-25,48,False
2018-03-04,0,False
2018-03-11,25,False
2018-03-18,25,False
2018-03-25,54,False
2018-04-01,70,False
2018-04-08,27,False
2018-04-15,40,False
2018-04-22,27,False
2018-04-29,26,False
2018-05-06,25,False
2018-05-13,26,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,54,False
2018-06-10,49,False
2018-06-17,25,False
2018-06-24,26,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,41,False
2018-07-22,27,False
2018-07-29,0,False
2018-08-05,28,False
2018-08-12,31,False
2018-08-19,46,False
2018-08-26,28,False
2018-09-02,53,False
2018-09-09,51,False
2018-09-16,0,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,66,False
2018-10-14,54,False
2018-10-21,39,False
2018-10-28,50,False
2018-11-04,0,False
2018-11-11,28,False
2018-11-18,27,False
2018-11-25,27,False
2018-12-02,28,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,48,False
2019-01-27,25,False
2019-02-03,24,False
2019-02-10,62,False
2019-02-17,37,False
2019-02-24,38,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,26,False
2019-03-24,0,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,41,False
2019-04-21,27,False
2019-04-28,38,False
2019-05-05,63,False
2019-05-12,100,False
2019-05-19,25,False
2019-05-26,24,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,28,False
2019-07-07,27,False
2019-07-14,27,False
2019-07-21,55,False
2019-07-28,28,False
2019-08-04,0,False
2019-08-11,47,False
2019-08-18,0,False
2019-08-25,26,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,47,False
2019-09-29,47,False
2019-10-06,49,False
2019-10-13,25,False
2019-10-20,59,False
2019-10-27,47,False
2019-11-03,44,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,47,False
2019-12-01,25,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,72,False
2020-01-12,0,False
2020-01-19,23,False
2020-01-26,23,False
2020-02-02,22,False
2020-02-09,23,False
2020-02-16,47,False
2020-02-23,0,False
2020-03-01,63,False
2020-03-08,41,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,19,False
2020-04-05,41,False
2020-04-12,40,False
2020-04-19,46,False
2020-04-26,65,True
