date,piante da interno,isPartial
2018-01-07,24,False
2018-01-14,48,False
2018-01-21,48,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,72,False
2018-02-18,25,False
2018-02-25,36,False
2018-03-04,50,False
2018-03-11,49,False
2018-03-18,51,False
2018-03-25,26,False
2018-04-01,27,False
2018-04-08,52,False
2018-04-15,67,False
2018-04-22,55,False
2018-04-29,26,False
2018-05-06,26,False
2018-05-13,25,False
2018-05-20,38,False
2018-05-27,26,False
2018-06-03,39,False
2018-06-10,37,False
2018-06-17,50,False
2018-06-24,25,False
2018-07-01,63,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,26,False
2018-07-29,39,False
2018-08-05,66,False
2018-08-12,29,False
2018-08-19,53,False
2018-08-26,49,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,26,False
2018-09-30,25,False
2018-10-07,26,False
2018-10-14,52,False
2018-10-21,52,False
2018-10-28,0,False
2018-11-04,74,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,89,False
2018-12-02,27,False
2018-12-09,27,False
2018-12-16,28,False
2018-12-23,31,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,25,False
2019-01-20,0,False
2019-01-27,23,False
2019-02-03,47,False
2019-02-10,72,False
2019-02-17,49,False
2019-02-24,36,False
2019-03-03,24,False
2019-03-10,0,False
2019-03-17,49,False
2019-03-24,50,False
2019-03-31,36,False
2019-04-07,24,False
2019-04-14,25,False
2019-04-21,25,False
2019-04-28,48,False
2019-05-05,57,False
2019-05-12,46,False
2019-05-19,46,False
2019-05-26,34,False
2019-06-02,0,False
2019-06-09,24,False
2019-06-16,24,False
2019-06-23,25,False
2019-06-30,24,False
2019-07-07,25,False
2019-07-14,52,False
2019-07-21,77,False
2019-07-28,51,False
2019-08-04,0,False
2019-08-11,43,False
2019-08-18,26,False
2019-08-25,71,False
2019-09-01,34,False
2019-09-08,24,False
2019-09-15,85,False
2019-09-22,46,False
2019-09-29,35,False
2019-10-06,58,False
2019-10-13,70,False
2019-10-20,46,False
2019-10-27,68,False
2019-11-03,56,False
2019-11-10,44,False
2019-11-17,33,False
2019-11-24,33,False
2019-12-01,93,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,40,False
2019-12-29,100,False
2020-01-05,56,False
2020-01-12,0,False
2020-01-19,76,False
2020-01-26,43,False
2020-02-02,32,False
2020-02-09,43,False
2020-02-16,32,False
2020-02-23,51,False
2020-03-01,60,False
2020-03-08,98,False
2020-03-15,29,False
2020-03-22,18,False
2020-03-29,47,False
2020-04-05,79,False
2020-04-12,50,False
2020-04-19,95,False
2020-04-26,49,True
