date,vivaio,isPartial
2018-01-07,19,False
2018-01-14,14,False
2018-01-21,0,False
2018-01-28,9,False
2018-02-04,36,False
2018-02-11,14,False
2018-02-18,9,False
2018-02-25,0,False
2018-03-04,13,False
2018-03-11,17,False
2018-03-18,32,False
2018-03-25,9,False
2018-04-01,44,False
2018-04-08,27,False
2018-04-15,29,False
2018-04-22,24,False
2018-04-29,14,False
2018-05-06,18,False
2018-05-13,9,False
2018-05-20,14,False
2018-05-27,9,False
2018-06-03,9,False
2018-06-10,17,False
2018-06-17,9,False
2018-06-24,0,False
2018-07-01,17,False
2018-07-08,18,False
2018-07-15,9,False
2018-07-22,9,False
2018-07-29,14,False
2018-08-05,37,False
2018-08-12,15,False
2018-08-19,9,False
2018-08-26,18,False
2018-09-02,0,False
2018-09-09,9,False
2018-09-16,27,False
2018-09-23,9,False
2018-09-30,9,False
2018-10-07,9,False
2018-10-14,14,False
2018-10-21,14,False
2018-10-28,18,False
2018-11-04,9,False
2018-11-11,28,False
2018-11-18,9,False
2018-11-25,18,False
2018-12-02,9,False
2018-12-09,23,False
2018-12-16,9,False
2018-12-23,20,False
2018-12-30,10,False
2019-01-06,13,False
2019-01-13,8,False
2019-01-20,8,False
2019-01-27,15,False
2019-02-03,12,False
2019-02-10,16,False
2019-02-17,41,False
2019-02-24,20,False
2019-03-03,20,False
2019-03-10,12,False
2019-03-17,32,False
2019-03-24,20,False
2019-03-31,12,False
2019-04-07,24,False
2019-04-14,43,False
2019-04-21,30,False
2019-04-28,15,False
2019-05-05,11,False
2019-05-12,27,False
2019-05-19,19,False
2019-05-26,15,False
2019-06-02,12,False
2019-06-09,8,False
2019-06-16,8,False
2019-06-23,24,False
2019-06-30,16,False
2019-07-07,16,False
2019-07-14,8,False
2019-07-21,9,False
2019-07-28,17,False
2019-08-04,22,False
2019-08-11,10,False
2019-08-18,9,False
2019-08-25,8,False
2019-09-01,19,False
2019-09-08,8,False
2019-09-15,8,False
2019-09-22,15,False
2019-09-29,11,False
2019-10-06,15,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,15,False
2019-11-03,10,False
2019-11-10,14,False
2019-11-17,28,False
2019-11-24,14,False
2019-12-01,22,False
2019-12-08,15,False
2019-12-15,15,False
2019-12-22,9,False
2019-12-29,0,False
2020-01-05,8,False
2020-01-12,7,False
2020-01-19,7,False
2020-01-26,7,False
2020-02-02,14,False
2020-02-09,14,False
2020-02-16,14,False
2020-02-23,17,False
2020-03-01,23,False
2020-03-08,19,False
2020-03-15,25,False
2020-03-22,44,False
2020-03-29,88,False
2020-04-05,100,False
2020-04-12,93,False
2020-04-19,75,False
2020-04-26,53,True
