date,vivaio,isPartial
2018-01-07,13,False
2018-01-14,0,False
2018-01-21,26,False
2018-01-28,13,False
2018-02-04,25,False
2018-02-11,39,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,38,False
2018-03-11,19,False
2018-03-18,31,False
2018-03-25,27,False
2018-04-01,63,False
2018-04-08,58,False
2018-04-15,87,False
2018-04-22,90,False
2018-04-29,47,False
2018-05-06,26,False
2018-05-13,32,False
2018-05-20,20,False
2018-05-27,13,False
2018-06-03,19,False
2018-06-10,19,False
2018-06-17,32,False
2018-06-24,19,False
2018-07-01,13,False
2018-07-08,32,False
2018-07-15,58,False
2018-07-22,13,False
2018-07-29,19,False
2018-08-05,19,False
2018-08-12,38,False
2018-08-19,13,False
2018-08-26,30,False
2018-09-02,12,False
2018-09-09,51,False
2018-09-16,13,False
2018-09-23,13,False
2018-09-30,46,False
2018-10-07,34,False
2018-10-14,54,False
2018-10-21,27,False
2018-10-28,13,False
2018-11-04,51,False
2018-11-11,27,False
2018-11-18,38,False
2018-11-25,32,False
2018-12-02,27,False
2018-12-09,12,False
2018-12-16,19,False
2018-12-23,29,False
2018-12-30,13,False
2019-01-06,0,False
2019-01-13,12,False
2019-01-20,12,False
2019-01-27,46,False
2019-02-03,52,False
2019-02-10,24,False
2019-02-17,0,False
2019-02-24,47,False
2019-03-03,61,False
2019-03-10,41,False
2019-03-17,24,False
2019-03-24,65,False
2019-03-31,42,False
2019-04-07,42,False
2019-04-14,56,False
2019-04-21,74,False
2019-04-28,35,False
2019-05-05,85,False
2019-05-12,28,False
2019-05-19,34,False
2019-05-26,32,False
2019-06-02,30,False
2019-06-09,18,False
2019-06-16,24,False
2019-06-23,30,False
2019-06-30,12,False
2019-07-07,11,False
2019-07-14,12,False
2019-07-21,0,False
2019-07-28,12,False
2019-08-04,12,False
2019-08-11,24,False
2019-08-18,11,False
2019-08-25,43,False
2019-09-01,37,False
2019-09-08,58,False
2019-09-15,34,False
2019-09-22,39,False
2019-09-29,22,False
2019-10-06,11,False
2019-10-13,0,False
2019-10-20,44,False
2019-10-27,16,False
2019-11-03,21,False
2019-11-10,33,False
2019-11-17,16,False
2019-11-24,32,False
2019-12-01,60,False
2019-12-08,23,False
2019-12-15,35,False
2019-12-22,26,False
2019-12-29,56,False
2020-01-05,11,False
2020-01-12,10,False
2020-01-19,15,False
2020-01-26,0,False
2020-02-02,30,False
2020-02-09,16,False
2020-02-16,21,False
2020-02-23,24,False
2020-03-01,9,False
2020-03-08,23,False
2020-03-15,27,False
2020-03-22,17,False
2020-03-29,57,False
2020-04-05,88,False
2020-04-12,100,False
2020-04-19,69,False
2020-04-26,90,True
