date,vivaio,isPartial
2018-01-07,11,False
2018-01-14,15,False
2018-01-21,11,False
2018-01-28,25,False
2018-02-04,14,False
2018-02-11,18,False
2018-02-18,14,False
2018-02-25,10,False
2018-03-04,7,False
2018-03-11,17,False
2018-03-18,14,False
2018-03-25,26,False
2018-04-01,30,False
2018-04-08,21,False
2018-04-15,55,False
2018-04-22,45,False
2018-04-29,39,False
2018-05-06,31,False
2018-05-13,25,False
2018-05-20,32,False
2018-05-27,22,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,11,False
2018-07-01,17,False
2018-07-08,14,False
2018-07-15,10,False
2018-07-22,24,False
2018-07-29,22,False
2018-08-05,18,False
2018-08-12,15,False
2018-08-19,23,False
2018-08-26,25,False
2018-09-02,10,False
2018-09-09,14,False
2018-09-16,14,False
2018-09-23,10,False
2018-09-30,11,False
2018-10-07,18,False
2018-10-14,11,False
2018-10-21,14,False
2018-10-28,17,False
2018-11-04,18,False
2018-11-11,15,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,11,False
2018-12-09,11,False
2018-12-16,15,False
2018-12-23,13,False
2018-12-30,4,False
2019-01-06,19,False
2019-01-13,0,False
2019-01-20,3,False
2019-01-27,10,False
2019-02-03,14,False
2019-02-10,28,False
2019-02-17,7,False
2019-02-24,0,False
2019-03-03,41,False
2019-03-10,32,False
2019-03-17,54,False
2019-03-24,40,False
2019-03-31,28,False
2019-04-07,28,False
2019-04-14,44,False
2019-04-21,58,False
2019-04-28,45,False
2019-05-05,21,False
2019-05-12,31,False
2019-05-19,27,False
2019-05-26,13,False
2019-06-02,35,False
2019-06-09,24,False
2019-06-16,22,False
2019-06-23,11,False
2019-06-30,21,False
2019-07-07,7,False
2019-07-14,10,False
2019-07-21,25,False
2019-07-28,36,False
2019-08-04,19,False
2019-08-11,8,False
2019-08-18,21,False
2019-08-25,24,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,10,False
2019-09-22,19,False
2019-09-29,10,False
2019-10-06,47,False
2019-10-13,20,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,13,False
2019-11-10,10,False
2019-11-17,19,False
2019-11-24,16,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,17,False
2019-12-22,16,False
2019-12-29,15,False
2020-01-05,10,False
2020-01-12,15,False
2020-01-19,26,False
2020-01-26,15,False
2020-02-02,24,False
2020-02-09,16,False
2020-02-16,22,False
2020-02-23,23,False
2020-03-01,29,False
2020-03-08,19,False
2020-03-15,17,False
2020-03-22,23,False
2020-03-29,57,False
2020-04-05,100,False
2020-04-12,91,False
2020-04-19,60,False
2020-04-26,87,True
