date,vivaio,isPartial
2018-01-07,20,False
2018-01-14,10,False
2018-01-21,10,False
2018-01-28,0,False
2018-02-04,19,False
2018-02-11,9,False
2018-02-18,9,False
2018-02-25,0,False
2018-03-04,9,False
2018-03-11,14,False
2018-03-18,39,False
2018-03-25,19,False
2018-04-01,26,False
2018-04-08,27,False
2018-04-15,23,False
2018-04-22,29,False
2018-04-29,27,False
2018-05-06,21,False
2018-05-13,21,False
2018-05-20,26,False
2018-05-27,20,False
2018-06-03,21,False
2018-06-10,10,False
2018-06-17,11,False
2018-06-24,20,False
2018-07-01,9,False
2018-07-08,14,False
2018-07-15,14,False
2018-07-22,18,False
2018-07-29,9,False
2018-08-05,12,False
2018-08-12,24,False
2018-08-19,16,False
2018-08-26,9,False
2018-09-02,28,False
2018-09-09,30,False
2018-09-16,10,False
2018-09-23,10,False
2018-09-30,0,False
2018-10-07,10,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,10,False
2018-11-04,11,False
2018-11-11,22,False
2018-11-18,0,False
2018-11-25,11,False
2018-12-02,11,False
2018-12-09,10,False
2018-12-16,11,False
2018-12-23,10,False
2018-12-30,0,False
2019-01-06,18,False
2019-01-13,9,False
2019-01-20,0,False
2019-01-27,9,False
2019-02-03,9,False
2019-02-10,0,False
2019-02-17,18,False
2019-02-24,14,False
2019-03-03,18,False
2019-03-10,19,False
2019-03-17,10,False
2019-03-24,51,False
2019-03-31,15,False
2019-04-07,21,False
2019-04-14,40,False
2019-04-21,11,False
2019-04-28,25,False
2019-05-05,20,False
2019-05-12,20,False
2019-05-19,29,False
2019-05-26,9,False
2019-06-02,10,False
2019-06-09,44,False
2019-06-16,9,False
2019-06-23,25,False
2019-06-30,23,False
2019-07-07,9,False
2019-07-14,9,False
2019-07-21,20,False
2019-07-28,12,False
2019-08-04,15,False
2019-08-11,14,False
2019-08-18,20,False
2019-08-25,11,False
2019-09-01,15,False
2019-09-08,9,False
2019-09-15,17,False
2019-09-22,9,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,9,False
2019-10-20,9,False
2019-10-27,9,False
2019-11-03,9,False
2019-11-10,9,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,9,False
2019-12-15,9,False
2019-12-22,0,False
2019-12-29,7,False
2020-01-05,7,False
2020-01-12,8,False
2020-01-19,8,False
2020-01-26,8,False
2020-02-02,8,False
2020-02-09,0,False
2020-02-16,16,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,8,False
2020-03-15,20,False
2020-03-22,15,False
2020-03-29,45,False
2020-04-05,64,False
2020-04-12,82,False
2020-04-19,43,False
2020-04-26,100,True
