date,vivaio,isPartial
2018-01-07,9,False
2018-01-14,11,False
2018-01-21,10,False
2018-01-28,13,False
2018-02-04,14,False
2018-02-11,19,False
2018-02-18,20,False
2018-02-25,6,False
2018-03-04,12,False
2018-03-11,18,False
2018-03-18,28,False
2018-03-25,24,False
2018-04-01,33,False
2018-04-08,30,False
2018-04-15,38,False
2018-04-22,46,False
2018-04-29,36,False
2018-05-06,30,False
2018-05-13,19,False
2018-05-20,24,False
2018-05-27,27,False
2018-06-03,19,False
2018-06-10,17,False
2018-06-17,13,False
2018-06-24,14,False
2018-07-01,17,False
2018-07-08,10,False
2018-07-15,14,False
2018-07-22,13,False
2018-07-29,11,False
2018-08-05,17,False
2018-08-12,19,False
2018-08-19,15,False
2018-08-26,16,False
2018-09-02,14,False
2018-09-09,10,False
2018-09-16,20,False
2018-09-23,7,False
2018-09-30,15,False
2018-10-07,12,False
2018-10-14,19,False
2018-10-21,10,False
2018-10-28,15,False
2018-11-04,19,False
2018-11-11,13,False
2018-11-18,15,False
2018-11-25,3,False
2018-12-02,10,False
2018-12-09,10,False
2018-12-16,7,False
2018-12-23,15,False
2018-12-30,10,False
2019-01-06,8,False
2019-01-13,12,False
2019-01-20,6,False
2019-01-27,10,False
2019-02-03,12,False
2019-02-10,19,False
2019-02-17,18,False
2019-02-24,21,False
2019-03-03,28,False
2019-03-10,43,False
2019-03-17,29,False
2019-03-24,34,False
2019-03-31,30,False
2019-04-07,35,False
2019-04-14,38,False
2019-04-21,32,False
2019-04-28,50,False
2019-05-05,44,False
2019-05-12,31,False
2019-05-19,28,False
2019-05-26,19,False
2019-06-02,30,False
2019-06-09,19,False
2019-06-16,20,False
2019-06-23,14,False
2019-06-30,11,False
2019-07-07,17,False
2019-07-14,11,False
2019-07-21,13,False
2019-07-28,17,False
2019-08-04,9,False
2019-08-11,22,False
2019-08-18,14,False
2019-08-25,14,False
2019-09-01,17,False
2019-09-08,15,False
2019-09-15,17,False
2019-09-22,17,False
2019-09-29,20,False
2019-10-06,12,False
2019-10-13,17,False
2019-10-20,18,False
2019-10-27,14,False
2019-11-03,14,False
2019-11-10,14,False
2019-11-17,14,False
2019-11-24,11,False
2019-12-01,15,False
2019-12-08,13,False
2019-12-15,11,False
2019-12-22,16,False
2019-12-29,9,False
2020-01-05,8,False
2020-01-12,10,False
2020-01-19,10,False
2020-01-26,15,False
2020-02-02,11,False
2020-02-09,25,False
2020-02-16,14,False
2020-02-23,20,False
2020-03-01,11,False
2020-03-08,18,False
2020-03-15,21,False
2020-03-22,33,False
2020-03-29,50,False
2020-04-05,100,False
2020-04-12,95,False
2020-04-19,59,False
2020-04-26,60,True
