date,vivaio,isPartial
2018-01-07,9,False
2018-01-14,10,False
2018-01-21,5,False
2018-01-28,6,False
2018-02-04,19,False
2018-02-11,11,False
2018-02-18,9,False
2018-02-25,6,False
2018-03-04,12,False
2018-03-11,21,False
2018-03-18,17,False
2018-03-25,13,False
2018-04-01,20,False
2018-04-08,19,False
2018-04-15,24,False
2018-04-22,29,False
2018-04-29,28,False
2018-05-06,19,False
2018-05-13,20,False
2018-05-20,12,False
2018-05-27,14,False
2018-06-03,12,False
2018-06-10,14,False
2018-06-17,7,False
2018-06-24,9,False
2018-07-01,8,False
2018-07-08,7,False
2018-07-15,9,False
2018-07-22,9,False
2018-07-29,7,False
2018-08-05,10,False
2018-08-12,13,False
2018-08-19,10,False
2018-08-26,9,False
2018-09-02,10,False
2018-09-09,7,False
2018-09-16,13,False
2018-09-23,11,False
2018-09-30,12,False
2018-10-07,9,False
2018-10-14,15,False
2018-10-21,8,False
2018-10-28,11,False
2018-11-04,20,False
2018-11-11,9,False
2018-11-18,13,False
2018-11-25,10,False
2018-12-02,9,False
2018-12-09,13,False
2018-12-16,8,False
2018-12-23,7,False
2018-12-30,6,False
2019-01-06,9,False
2019-01-13,7,False
2019-01-20,14,False
2019-01-27,10,False
2019-02-03,9,False
2019-02-10,12,False
2019-02-17,18,False
2019-02-24,16,False
2019-03-03,20,False
2019-03-10,32,False
2019-03-17,28,False
2019-03-24,24,False
2019-03-31,19,False
2019-04-07,16,False
2019-04-14,22,False
2019-04-21,23,False
2019-04-28,24,False
2019-05-05,17,False
2019-05-12,15,False
2019-05-19,18,False
2019-05-26,16,False
2019-06-02,23,False
2019-06-09,15,False
2019-06-16,12,False
2019-06-23,10,False
2019-06-30,11,False
2019-07-07,11,False
2019-07-14,9,False
2019-07-21,6,False
2019-07-28,13,False
2019-08-04,10,False
2019-08-11,21,False
2019-08-18,16,False
2019-08-25,16,False
2019-09-01,15,False
2019-09-08,17,False
2019-09-15,10,False
2019-09-22,10,False
2019-09-29,11,False
2019-10-06,9,False
2019-10-13,13,False
2019-10-20,14,False
2019-10-27,12,False
2019-11-03,7,False
2019-11-10,15,False
2019-11-17,14,False
2019-11-24,14,False
2019-12-01,19,False
2019-12-08,15,False
2019-12-15,9,False
2019-12-22,9,False
2019-12-29,6,False
2020-01-05,12,False
2020-01-12,14,False
2020-01-19,8,False
2020-01-26,12,False
2020-02-02,12,False
2020-02-09,10,False
2020-02-16,17,False
2020-02-23,14,False
2020-03-01,14,False
2020-03-08,14,False
2020-03-15,17,False
2020-03-22,26,False
2020-03-29,59,False
2020-04-05,100,False
2020-04-12,89,False
2020-04-19,68,False
2020-04-26,60,True
