date,vivaio,isPartial
2018-01-07,19,False
2018-01-14,18,False
2018-01-21,37,False
2018-01-28,36,False
2018-02-04,0,False
2018-02-11,36,False
2018-02-18,17,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,35,False
2018-03-25,37,False
2018-04-01,19,False
2018-04-08,18,False
2018-04-15,46,False
2018-04-22,57,False
2018-04-29,53,False
2018-05-06,35,False
2018-05-13,27,False
2018-05-20,72,False
2018-05-27,46,False
2018-06-03,18,False
2018-06-10,35,False
2018-06-17,18,False
2018-06-24,28,False
2018-07-01,0,False
2018-07-08,18,False
2018-07-15,28,False
2018-07-22,19,False
2018-07-29,19,False
2018-08-05,19,False
2018-08-12,0,False
2018-08-19,18,False
2018-08-26,36,False
2018-09-02,27,False
2018-09-09,27,False
2018-09-16,17,False
2018-09-23,36,False
2018-09-30,27,False
2018-10-07,0,False
2018-10-14,37,False
2018-10-21,36,False
2018-10-28,18,False
2018-11-04,18,False
2018-11-11,38,False
2018-11-18,35,False
2018-11-25,0,False
2018-12-02,37,False
2018-12-09,18,False
2018-12-16,0,False
2018-12-23,63,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,16,False
2019-01-27,25,False
2019-02-03,0,False
2019-02-10,35,False
2019-02-17,27,False
2019-02-24,36,False
2019-03-03,18,False
2019-03-10,26,False
2019-03-17,18,False
2019-03-24,45,False
2019-03-31,62,False
2019-04-07,62,False
2019-04-14,27,False
2019-04-21,27,False
2019-04-28,34,False
2019-05-05,59,False
2019-05-12,33,False
2019-05-19,50,False
2019-05-26,16,False
2019-06-02,18,False
2019-06-09,18,False
2019-06-16,18,False
2019-06-23,0,False
2019-06-30,19,False
2019-07-07,18,False
2019-07-14,55,False
2019-07-21,38,False
2019-07-28,56,False
2019-08-04,28,False
2019-08-11,29,False
2019-08-18,34,False
2019-08-25,17,False
2019-09-01,17,False
2019-09-08,59,False
2019-09-15,16,False
2019-09-22,32,False
2019-09-29,16,False
2019-10-06,25,False
2019-10-13,16,False
2019-10-20,48,False
2019-10-27,31,False
2019-11-03,0,False
2019-11-10,32,False
2019-11-17,16,False
2019-11-24,32,False
2019-12-01,16,False
2019-12-08,41,False
2019-12-15,0,False
2019-12-22,19,False
2019-12-29,0,False
2020-01-05,16,False
2020-01-12,22,False
2020-01-19,15,False
2020-01-26,22,False
2020-02-02,15,False
2020-02-09,15,False
2020-02-16,15,False
2020-02-23,36,False
2020-03-01,28,False
2020-03-08,26,False
2020-03-15,66,False
2020-03-22,41,False
2020-03-29,37,False
2020-04-05,53,False
2020-04-12,100,False
2020-04-19,75,False
2020-04-26,54,True
