date,vivaio,isPartial
2018-01-07,14,False
2018-01-14,7,False
2018-01-21,15,False
2018-01-28,9,False
2018-02-04,12,False
2018-02-11,25,False
2018-02-18,19,False
2018-02-25,6,False
2018-03-04,16,False
2018-03-11,17,False
2018-03-18,16,False
2018-03-25,32,False
2018-04-01,28,False
2018-04-08,28,False
2018-04-15,41,False
2018-04-22,33,False
2018-04-29,30,False
2018-05-06,28,False
2018-05-13,35,False
2018-05-20,19,False
2018-05-27,17,False
2018-06-03,17,False
2018-06-10,15,False
2018-06-17,20,False
2018-06-24,16,False
2018-07-01,16,False
2018-07-08,17,False
2018-07-15,14,False
2018-07-22,2,False
2018-07-29,7,False
2018-08-05,7,False
2018-08-12,16,False
2018-08-19,16,False
2018-08-26,13,False
2018-09-02,11,False
2018-09-09,12,False
2018-09-16,11,False
2018-09-23,11,False
2018-09-30,14,False
2018-10-07,9,False
2018-10-14,15,False
2018-10-21,13,False
2018-10-28,14,False
2018-11-04,20,False
2018-11-11,11,False
2018-11-18,11,False
2018-11-25,8,False
2018-12-02,9,False
2018-12-09,12,False
2018-12-16,11,False
2018-12-23,6,False
2018-12-30,5,False
2019-01-06,7,False
2019-01-13,5,False
2019-01-20,6,False
2019-01-27,10,False
2019-02-03,17,False
2019-02-10,18,False
2019-02-17,19,False
2019-02-24,20,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,30,False
2019-03-24,27,False
2019-03-31,35,False
2019-04-07,20,False
2019-04-14,39,False
2019-04-21,35,False
2019-04-28,37,False
2019-05-05,20,False
2019-05-12,21,False
2019-05-19,16,False
2019-05-26,17,False
2019-06-02,20,False
2019-06-09,12,False
2019-06-16,16,False
2019-06-23,23,False
2019-06-30,15,False
2019-07-07,19,False
2019-07-14,10,False
2019-07-21,11,False
2019-07-28,19,False
2019-08-04,12,False
2019-08-11,20,False
2019-08-18,18,False
2019-08-25,13,False
2019-09-01,23,False
2019-09-08,21,False
2019-09-15,20,False
2019-09-22,19,False
2019-09-29,12,False
2019-10-06,18,False
2019-10-13,21,False
2019-10-20,16,False
2019-10-27,19,False
2019-11-03,13,False
2019-11-10,15,False
2019-11-17,13,False
2019-11-24,18,False
2019-12-01,11,False
2019-12-08,8,False
2019-12-15,18,False
2019-12-22,10,False
2019-12-29,7,False
2020-01-05,6,False
2020-01-12,12,False
2020-01-19,10,False
2020-01-26,21,False
2020-02-02,14,False
2020-02-09,14,False
2020-02-16,24,False
2020-02-23,23,False
2020-03-01,15,False
2020-03-08,14,False
2020-03-15,21,False
2020-03-22,29,False
2020-03-29,59,False
2020-04-05,100,False
2020-04-12,92,False
2020-04-19,71,False
2020-04-26,87,True
