date,vivaio,isPartial
2018-01-07,31,False
2018-01-14,0,False
2018-01-21,30,False
2018-01-28,15,False
2018-02-04,30,False
2018-02-11,30,False
2018-02-18,0,False
2018-02-25,29,False
2018-03-04,58,False
2018-03-11,45,False
2018-03-18,29,False
2018-03-25,0,False
2018-04-01,16,False
2018-04-08,44,False
2018-04-15,46,False
2018-04-22,63,False
2018-04-29,57,False
2018-05-06,29,False
2018-05-13,29,False
2018-05-20,29,False
2018-05-27,43,False
2018-06-03,14,False
2018-06-10,39,False
2018-06-17,14,False
2018-06-24,12,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,12,False
2018-07-22,12,False
2018-07-29,36,False
2018-08-05,44,False
2018-08-12,11,False
2018-08-19,46,False
2018-08-26,12,False
2018-09-02,0,False
2018-09-09,12,False
2018-09-16,34,False
2018-09-23,25,False
2018-09-30,40,False
2018-10-07,43,False
2018-10-14,29,False
2018-10-21,30,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,0,False
2018-11-18,15,False
2018-11-25,45,False
2018-12-02,31,False
2018-12-09,46,False
2018-12-16,0,False
2018-12-23,18,False
2018-12-30,0,False
2019-01-06,46,False
2019-01-13,15,False
2019-01-20,14,False
2019-01-27,14,False
2019-02-03,15,False
2019-02-10,61,False
2019-02-17,46,False
2019-02-24,44,False
2019-03-03,16,False
2019-03-10,46,False
2019-03-17,0,False
2019-03-24,15,False
2019-03-31,45,False
2019-04-07,29,False
2019-04-14,45,False
2019-04-21,62,False
2019-04-28,30,False
2019-05-05,59,False
2019-05-12,43,False
2019-05-19,42,False
2019-05-26,28,False
2019-06-02,44,False
2019-06-09,0,False
2019-06-16,40,False
2019-06-23,41,False
2019-06-30,54,False
2019-07-07,0,False
2019-07-14,50,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,36,False
2019-08-11,34,False
2019-08-18,32,False
2019-08-25,33,False
2019-09-01,11,False
2019-09-08,24,False
2019-09-15,37,False
2019-09-22,0,False
2019-09-29,39,False
2019-10-06,0,False
2019-10-13,14,False
2019-10-20,13,False
2019-10-27,27,False
2019-11-03,39,False
2019-11-10,13,False
2019-11-17,0,False
2019-11-24,13,False
2019-12-01,13,False
2019-12-08,14,False
2019-12-15,0,False
2019-12-22,15,False
2019-12-29,56,False
2020-01-05,38,False
2020-01-12,0,False
2020-01-19,12,False
2020-01-26,60,False
2020-02-02,24,False
2020-02-09,12,False
2020-02-16,37,False
2020-02-23,24,False
2020-03-01,22,False
2020-03-08,11,False
2020-03-15,11,False
2020-03-22,10,False
2020-03-29,94,False
2020-04-05,89,False
2020-04-12,100,False
2020-04-19,31,False
2020-04-26,18,True
