date,Glaserei,isPartial
2018-01-07,39,False
2018-01-14,48,False
2018-01-21,58,False
2018-01-28,39,False
2018-02-04,0,False
2018-02-11,100,False
2018-02-18,60,False
2018-02-25,39,False
2018-03-04,60,False
2018-03-11,20,False
2018-03-18,30,False
2018-03-25,21,False
2018-04-01,52,False
2018-04-08,21,False
2018-04-15,21,False
2018-04-22,40,False
2018-04-29,31,False
2018-05-06,31,False
2018-05-13,20,False
2018-05-20,51,False
2018-05-27,0,False
2018-06-03,31,False
2018-06-10,39,False
2018-06-17,60,False
2018-06-24,0,False
2018-07-01,42,False
2018-07-08,31,False
2018-07-15,42,False
2018-07-22,63,False
2018-07-29,50,False
2018-08-05,59,False
2018-08-12,39,False
2018-08-19,0,False
2018-08-26,60,False
2018-09-02,30,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,41,False
2018-09-30,21,False
2018-10-07,0,False
2018-10-14,30,False
2018-10-21,20,False
2018-10-28,57,False
2018-11-04,57,False
2018-11-11,19,False
2018-11-18,19,False
2018-11-25,57,False
2018-12-02,38,False
2018-12-09,19,False
2018-12-16,80,False
2018-12-23,21,False
2018-12-30,20,False
2019-01-06,36,False
2019-01-13,27,False
2019-01-20,36,False
2019-01-27,74,False
2019-02-03,18,False
2019-02-10,19,False
2019-02-17,38,False
2019-02-24,39,False
2019-03-03,28,False
2019-03-10,55,False
2019-03-17,19,False
2019-03-24,39,False
2019-03-31,19,False
2019-04-07,38,False
2019-04-14,30,False
2019-04-21,40,False
2019-04-28,38,False
2019-05-05,18,False
2019-05-12,48,False
2019-05-19,28,False
2019-05-26,38,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,19,False
2019-06-23,38,False
2019-06-30,0,False
2019-07-07,39,False
2019-07-14,20,False
2019-07-21,21,False
2019-07-28,81,False
2019-08-04,39,False
2019-08-11,18,False
2019-08-18,57,False
2019-08-25,56,False
2019-09-01,28,False
2019-09-08,57,False
2019-09-15,38,False
2019-09-22,37,False
2019-09-29,28,False
2019-10-06,74,False
2019-10-13,35,False
2019-10-20,0,False
2019-10-27,35,False
2019-11-03,43,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,52,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,33,False
2020-01-12,16,False
2020-01-19,33,False
2020-01-26,41,False
2020-02-02,16,False
2020-02-09,40,False
2020-02-16,0,False
2020-02-23,56,False
2020-03-01,48,False
2020-03-08,22,False
2020-03-15,14,False
2020-03-22,14,False
2020-03-29,21,False
2020-04-05,61,False
2020-04-12,29,False
2020-04-19,43,False
2020-04-26,28,False
2020-05-03,36,False
2020-05-10,51,False
