date,Glaserei,isPartial
2018-01-07,40,False
2018-01-14,49,False
2018-01-21,29,False
2018-01-28,44,False
2018-02-04,45,False
2018-02-11,30,False
2018-02-18,50,False
2018-02-25,60,False
2018-03-04,45,False
2018-03-11,74,False
2018-03-18,30,False
2018-03-25,65,False
2018-04-01,31,False
2018-04-08,44,False
2018-04-15,60,False
2018-04-22,44,False
2018-04-29,62,False
2018-05-06,32,False
2018-05-13,30,False
2018-05-20,64,False
2018-05-27,30,False
2018-06-03,0,False
2018-06-10,30,False
2018-06-17,49,False
2018-06-24,62,False
2018-07-01,43,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,34,False
2018-07-29,32,False
2018-08-05,29,False
2018-08-12,30,False
2018-08-19,30,False
2018-08-26,30,False
2018-09-02,41,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,61,False
2018-09-30,0,False
2018-10-07,78,False
2018-10-14,0,False
2018-10-21,48,False
2018-10-28,0,False
2018-11-04,57,False
2018-11-11,39,False
2018-11-18,28,False
2018-11-25,44,False
2018-12-02,88,False
2018-12-09,45,False
2018-12-16,46,False
2018-12-23,0,False
2018-12-30,100,False
2019-01-06,29,False
2019-01-13,43,False
2019-01-20,29,False
2019-01-27,72,False
2019-02-03,29,False
2019-02-10,30,False
2019-02-17,59,False
2019-02-24,30,False
2019-03-03,43,False
2019-03-10,43,False
2019-03-17,29,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,0,False
2019-04-14,68,False
2019-04-21,64,False
2019-04-28,30,False
2019-05-05,44,False
2019-05-12,70,False
2019-05-19,44,False
2019-05-26,45,False
2019-06-02,0,False
2019-06-09,30,False
2019-06-16,44,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,33,False
2019-08-04,32,False
2019-08-11,72,False
2019-08-18,60,False
2019-08-25,30,False
2019-09-01,27,False
2019-09-08,38,False
2019-09-15,44,False
2019-09-22,29,False
2019-09-29,58,False
2019-10-06,29,False
2019-10-13,56,False
2019-10-20,55,False
2019-10-27,69,False
2019-11-03,41,False
2019-11-10,26,False
2019-11-17,53,False
2019-11-24,26,False
2019-12-01,54,False
2019-12-08,28,False
2019-12-15,47,False
2019-12-22,34,False
2019-12-29,31,False
2020-01-05,26,False
2020-01-12,38,False
2020-01-19,26,False
2020-01-26,26,False
2020-02-02,40,False
2020-02-09,53,False
2020-02-16,27,False
2020-02-23,26,False
2020-03-01,27,False
2020-03-08,38,False
2020-03-15,24,False
2020-03-22,41,False
2020-03-29,61,False
2020-04-05,40,False
2020-04-12,35,False
2020-04-19,38,False
2020-04-26,0,False
2020-05-03,23,False
2020-05-10,23,False
