date,Massivhaus,isPartial
2018-01-07,48,False
2018-01-14,71,False
2018-01-21,48,False
2018-01-28,48,False
2018-02-04,68,False
2018-02-11,40,False
2018-02-18,32,False
2018-02-25,81,False
2018-03-04,73,False
2018-03-11,98,False
2018-03-18,49,False
2018-03-25,43,False
2018-04-01,53,False
2018-04-08,39,False
2018-04-15,36,False
2018-04-22,25,False
2018-04-29,27,False
2018-05-06,27,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,41,False
2018-06-03,75,False
2018-06-10,48,False
2018-06-17,36,False
2018-06-24,61,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,52,False
2018-07-22,51,False
2018-07-29,64,False
2018-08-05,26,False
2018-08-12,51,False
2018-08-19,57,False
2018-08-26,42,False
2018-09-02,51,False
2018-09-09,38,False
2018-09-16,75,False
2018-09-23,41,False
2018-09-30,62,False
2018-10-07,0,False
2018-10-14,58,False
2018-10-21,25,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,49,False
2018-11-18,23,False
2018-11-25,48,False
2018-12-02,63,False
2018-12-09,24,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,45,False
2019-01-13,100,False
2019-01-20,45,False
2019-01-27,23,False
2019-02-03,39,False
2019-02-10,45,False
2019-02-17,69,False
2019-02-24,46,False
2019-03-03,44,False
2019-03-10,29,False
2019-03-17,23,False
2019-03-24,31,False
2019-03-31,48,False
2019-04-07,71,False
2019-04-14,26,False
2019-04-21,24,False
2019-04-28,23,False
2019-05-05,37,False
2019-05-12,46,False
2019-05-19,23,False
2019-05-26,46,False
2019-06-02,34,False
2019-06-09,23,False
2019-06-16,38,False
2019-06-23,48,False
2019-06-30,23,False
2019-07-07,23,False
2019-07-14,36,False
2019-07-21,25,False
2019-07-28,22,False
2019-08-04,57,False
2019-08-11,55,False
2019-08-18,22,False
2019-08-25,33,False
2019-09-01,44,False
2019-09-08,52,False
2019-09-15,56,False
2019-09-22,33,False
2019-09-29,32,False
2019-10-06,45,False
2019-10-13,51,False
2019-10-20,43,False
2019-10-27,21,False
2019-11-03,47,False
2019-11-10,41,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,61,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,21,False
2020-01-05,46,False
2020-01-12,39,False
2020-01-19,29,False
2020-01-26,65,False
2020-02-02,47,False
2020-02-09,48,False
2020-02-16,38,False
2020-02-23,84,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,26,False
2020-03-22,58,False
2020-03-29,43,False
2020-04-05,31,False
2020-04-12,26,False
2020-04-19,28,False
2020-04-26,27,False
2020-05-03,51,False
2020-05-10,34,False
