date,Massivhaus,isPartial
2018-01-07,52,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,42,False
2018-02-04,38,False
2018-02-11,50,False
2018-02-18,49,False
2018-02-25,0,False
2018-03-04,51,False
2018-03-11,43,False
2018-03-18,58,False
2018-03-25,44,False
2018-04-01,36,False
2018-04-08,43,False
2018-04-15,53,False
2018-04-22,50,False
2018-04-29,54,False
2018-05-06,58,False
2018-05-13,0,False
2018-05-20,56,False
2018-05-27,34,False
2018-06-03,60,False
2018-06-10,37,False
2018-06-17,33,False
2018-06-24,70,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,29,False
2018-07-22,29,False
2018-07-29,37,False
2018-08-05,27,False
2018-08-12,60,False
2018-08-19,40,False
2018-08-26,26,False
2018-09-02,54,False
2018-09-09,52,False
2018-09-16,26,False
2018-09-23,53,False
2018-09-30,48,False
2018-10-07,55,False
2018-10-14,51,False
2018-10-21,25,False
2018-10-28,38,False
2018-11-04,41,False
2018-11-11,38,False
2018-11-18,24,False
2018-11-25,37,False
2018-12-02,49,False
2018-12-09,25,False
2018-12-16,35,False
2018-12-23,73,False
2018-12-30,29,False
2019-01-06,60,False
2019-01-13,72,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,36,False
2019-02-10,24,False
2019-02-17,25,False
2019-02-24,37,False
2019-03-03,25,False
2019-03-10,50,False
2019-03-17,100,False
2019-03-24,25,False
2019-03-31,76,False
2019-04-07,75,False
2019-04-14,0,False
2019-04-21,40,False
2019-04-28,38,False
2019-05-05,74,False
2019-05-12,26,False
2019-05-19,50,False
2019-05-26,79,False
2019-06-02,53,False
2019-06-09,27,False
2019-06-16,28,False
2019-06-23,56,False
2019-06-30,28,False
2019-07-07,29,False
2019-07-14,60,False
2019-07-21,0,False
2019-07-28,30,False
2019-08-04,56,False
2019-08-11,27,False
2019-08-18,46,False
2019-08-25,42,False
2019-09-01,53,False
2019-09-08,54,False
2019-09-15,27,False
2019-09-22,42,False
2019-09-29,25,False
2019-10-06,27,False
2019-10-13,25,False
2019-10-20,46,False
2019-10-27,26,False
2019-11-03,33,False
2019-11-10,34,False
2019-11-17,46,False
2019-11-24,72,False
2019-12-01,34,False
2019-12-08,35,False
2019-12-15,53,False
2019-12-22,61,False
2019-12-29,31,False
2020-01-05,24,False
2020-01-12,36,False
2020-01-19,31,False
2020-01-26,38,False
2020-02-02,24,False
2020-02-09,45,False
2020-02-16,21,False
2020-02-23,41,False
2020-03-01,22,False
2020-03-08,41,False
2020-03-15,34,False
2020-03-22,29,False
2020-03-29,56,False
2020-04-05,50,False
2020-04-12,52,False
2020-04-19,38,False
2020-04-26,31,False
2020-05-03,62,False
2020-05-10,29,False
