date,Acustica,isPartial
2018-01-07,27,False
2018-01-14,0,False
2018-01-21,26,False
2018-01-28,0,False
2018-02-04,52,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,52,False
2018-03-18,27,False
2018-03-25,53,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,29,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,28,False
2018-05-27,27,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,28,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,22,False
2018-08-12,44,False
2018-08-19,22,False
2018-08-26,24,False
2018-09-02,0,False
2018-09-09,27,False
2018-09-16,26,False
2018-09-23,82,False
2018-09-30,0,False
2018-10-07,28,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,28,False
2018-11-04,0,False
2018-11-11,59,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,29,False
2018-12-09,0,False
2018-12-16,28,False
2018-12-23,27,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,49,False
2019-01-27,72,False
2019-02-03,49,False
2019-02-10,0,False
2019-02-17,50,False
2019-02-24,50,False
2019-03-03,76,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,28,False
2019-03-31,55,False
2019-04-07,28,False
2019-04-14,28,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,27,False
2019-05-19,52,False
2019-05-26,0,False
2019-06-02,54,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,20,False
2019-08-11,38,False
2019-08-18,0,False
2019-08-25,20,False
2019-09-01,21,False
2019-09-08,24,False
2019-09-15,0,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,0,False
2019-10-13,49,False
2019-10-20,25,False
2019-10-27,49,False
2019-11-03,49,False
2019-11-10,100,False
2019-11-17,49,False
2019-11-24,50,False
2019-12-01,26,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,63,False
2020-02-09,43,False
2020-02-16,42,False
2020-02-23,39,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,20,False
2020-03-29,20,False
2020-04-05,0,False
2020-04-12,22,False
2020-04-19,63,False
2020-04-26,0,True
