date,Acustica,isPartial
2018-01-07,0,False
2018-01-14,61,False
2018-01-21,61,False
2018-01-28,19,False
2018-02-04,20,False
2018-02-11,20,False
2018-02-18,19,False
2018-02-25,19,False
2018-03-04,39,False
2018-03-11,57,False
2018-03-18,90,False
2018-03-25,20,False
2018-04-01,43,False
2018-04-08,0,False
2018-04-15,20,False
2018-04-22,21,False
2018-04-29,0,False
2018-05-06,59,False
2018-05-13,39,False
2018-05-20,20,False
2018-05-27,30,False
2018-06-03,20,False
2018-06-10,38,False
2018-06-17,50,False
2018-06-24,20,False
2018-07-01,19,False
2018-07-08,39,False
2018-07-15,39,False
2018-07-22,20,False
2018-07-29,20,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,41,False
2018-08-26,29,False
2018-09-02,20,False
2018-09-09,0,False
2018-09-16,49,False
2018-09-23,40,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,100,False
2018-10-28,19,False
2018-11-04,19,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,51,False
2018-12-09,20,False
2018-12-16,38,False
2018-12-23,21,False
2018-12-30,32,False
2019-01-06,19,False
2019-01-13,17,False
2019-01-20,25,False
2019-01-27,50,False
2019-02-03,26,False
2019-02-10,17,False
2019-02-17,0,False
2019-02-24,35,False
2019-03-03,0,False
2019-03-10,17,False
2019-03-17,17,False
2019-03-24,0,False
2019-03-31,18,False
2019-04-07,17,False
2019-04-14,18,False
2019-04-21,19,False
2019-04-28,17,False
2019-05-05,33,False
2019-05-12,34,False
2019-05-19,25,False
2019-05-26,24,False
2019-06-02,26,False
2019-06-09,37,False
2019-06-16,18,False
2019-06-23,27,False
2019-06-30,35,False
2019-07-07,17,False
2019-07-14,0,False
2019-07-21,19,False
2019-07-28,19,False
2019-08-04,39,False
2019-08-11,31,False
2019-08-18,0,False
2019-08-25,27,False
2019-09-01,0,False
2019-09-08,34,False
2019-09-15,17,False
2019-09-22,16,False
2019-09-29,0,False
2019-10-06,17,False
2019-10-13,16,False
2019-10-20,32,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,24,False
2019-11-17,23,False
2019-11-24,16,False
2019-12-01,16,False
2019-12-08,25,False
2019-12-15,17,False
2019-12-22,38,False
2019-12-29,29,False
2020-01-05,26,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,15,False
2020-02-02,15,False
2020-02-09,23,False
2020-02-16,46,False
2020-02-23,15,False
2020-03-01,28,False
2020-03-08,27,False
2020-03-15,14,False
2020-03-22,32,False
2020-03-29,41,False
2020-04-05,21,False
2020-04-12,28,False
2020-04-19,41,False
2020-04-26,23,True
