date,Acustica,isPartial
2018-01-07,0,False
2018-01-14,21,False
2018-01-21,64,False
2018-01-28,20,False
2018-02-04,41,False
2018-02-11,21,False
2018-02-18,100,False
2018-02-25,0,False
2018-03-04,21,False
2018-03-11,41,False
2018-03-18,62,False
2018-03-25,22,False
2018-04-01,23,False
2018-04-08,32,False
2018-04-15,44,False
2018-04-22,23,False
2018-04-29,22,False
2018-05-06,21,False
2018-05-13,21,False
2018-05-20,21,False
2018-05-27,22,False
2018-06-03,21,False
2018-06-10,21,False
2018-06-17,0,False
2018-06-24,32,False
2018-07-01,21,False
2018-07-08,42,False
2018-07-15,32,False
2018-07-22,31,False
2018-07-29,85,False
2018-08-05,0,False
2018-08-12,21,False
2018-08-19,0,False
2018-08-26,20,False
2018-09-02,30,False
2018-09-09,21,False
2018-09-16,21,False
2018-09-23,32,False
2018-09-30,43,False
2018-10-07,55,False
2018-10-14,22,False
2018-10-21,66,False
2018-10-28,21,False
2018-11-04,85,False
2018-11-11,55,False
2018-11-18,21,False
2018-11-25,42,False
2018-12-02,0,False
2018-12-09,42,False
2018-12-16,63,False
2018-12-23,0,False
2018-12-30,22,False
2019-01-06,40,False
2019-01-13,20,False
2019-01-20,28,False
2019-01-27,38,False
2019-02-03,57,False
2019-02-10,39,False
2019-02-17,19,False
2019-02-24,58,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,40,False
2019-03-24,39,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,41,False
2019-04-21,30,False
2019-04-28,19,False
2019-05-05,28,False
2019-05-12,55,False
2019-05-19,56,False
2019-05-26,0,False
2019-06-02,39,False
2019-06-09,20,False
2019-06-16,59,False
2019-06-23,39,False
2019-06-30,50,False
2019-07-07,18,False
2019-07-14,19,False
2019-07-21,59,False
2019-07-28,48,False
2019-08-04,48,False
2019-08-11,19,False
2019-08-18,28,False
2019-08-25,18,False
2019-09-01,35,False
2019-09-08,38,False
2019-09-15,37,False
2019-09-22,55,False
2019-09-29,45,False
2019-10-06,19,False
2019-10-13,74,False
2019-10-20,45,False
2019-10-27,18,False
2019-11-03,35,False
2019-11-10,0,False
2019-11-17,36,False
2019-11-24,18,False
2019-12-01,27,False
2019-12-08,37,False
2019-12-15,28,False
2019-12-22,32,False
2019-12-29,41,False
2020-01-05,53,False
2020-01-12,25,False
2020-01-19,25,False
2020-01-26,17,False
2020-02-02,49,False
2020-02-09,43,False
2020-02-16,88,False
2020-02-23,31,False
2020-03-01,31,False
2020-03-08,15,False
2020-03-15,45,False
2020-03-22,20,False
2020-03-29,36,False
2020-04-05,38,False
2020-04-12,15,False
2020-04-19,28,False
2020-04-26,74,True
