date,Acustica,isPartial
2018-01-07,38,False
2018-01-14,48,False
2018-01-21,73,False
2018-01-28,59,False
2018-02-04,58,False
2018-02-11,35,False
2018-02-18,23,False
2018-02-25,33,False
2018-03-04,46,False
2018-03-11,46,False
2018-03-18,48,False
2018-03-25,12,False
2018-04-01,37,False
2018-04-08,71,False
2018-04-15,60,False
2018-04-22,75,False
2018-04-29,24,False
2018-05-06,57,False
2018-05-13,36,False
2018-05-20,82,False
2018-05-27,24,False
2018-06-03,35,False
2018-06-10,57,False
2018-06-17,70,False
2018-06-24,59,False
2018-07-01,23,False
2018-07-08,45,False
2018-07-15,23,False
2018-07-22,23,False
2018-07-29,36,False
2018-08-05,24,False
2018-08-12,13,False
2018-08-19,12,False
2018-08-26,23,False
2018-09-02,23,False
2018-09-09,23,False
2018-09-16,45,False
2018-09-23,11,False
2018-09-30,36,False
2018-10-07,36,False
2018-10-14,36,False
2018-10-21,84,False
2018-10-28,58,False
2018-11-04,59,False
2018-11-11,48,False
2018-11-18,36,False
2018-11-25,83,False
2018-12-02,60,False
2018-12-09,49,False
2018-12-16,64,False
2018-12-23,15,False
2018-12-30,0,False
2019-01-06,25,False
2019-01-13,36,False
2019-01-20,57,False
2019-01-27,34,False
2019-02-03,35,False
2019-02-10,24,False
2019-02-17,60,False
2019-02-24,24,False
2019-03-03,61,False
2019-03-10,12,False
2019-03-17,36,False
2019-03-24,61,False
2019-03-31,35,False
2019-04-07,59,False
2019-04-14,85,False
2019-04-21,36,False
2019-04-28,11,False
2019-05-05,11,False
2019-05-12,22,False
2019-05-19,22,False
2019-05-26,11,False
2019-06-02,58,False
2019-06-09,34,False
2019-06-16,24,False
2019-06-23,36,False
2019-06-30,35,False
2019-07-07,57,False
2019-07-14,58,False
2019-07-21,12,False
2019-07-28,12,False
2019-08-04,0,False
2019-08-11,26,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,21,False
2019-09-08,77,False
2019-09-15,33,False
2019-09-22,42,False
2019-09-29,32,False
2019-10-06,55,False
2019-10-13,44,False
2019-10-20,53,False
2019-10-27,63,False
2019-11-03,21,False
2019-11-10,86,False
2019-11-17,53,False
2019-11-24,11,False
2019-12-01,33,False
2019-12-08,55,False
2019-12-15,100,False
2019-12-22,67,False
2019-12-29,61,False
2020-01-05,22,False
2020-01-12,30,False
2020-01-19,86,False
2020-01-26,20,False
2020-02-02,71,False
2020-02-09,11,False
2020-02-16,10,False
2020-02-23,38,False
2020-03-01,0,False
2020-03-08,18,False
2020-03-15,56,False
2020-03-22,34,False
2020-03-29,98,False
2020-04-05,37,False
2020-04-12,55,False
2020-04-19,43,False
2020-04-26,0,True
