date,Acustica,isPartial
2018-01-07,54,False
2018-01-14,54,False
2018-01-21,28,False
2018-01-28,0,False
2018-02-04,28,False
2018-02-11,57,False
2018-02-18,66,False
2018-02-25,38,False
2018-03-04,56,False
2018-03-11,27,False
2018-03-18,67,False
2018-03-25,0,False
2018-04-01,29,False
2018-04-08,29,False
2018-04-15,44,False
2018-04-22,46,False
2018-04-29,41,False
2018-05-06,28,False
2018-05-13,30,False
2018-05-20,72,False
2018-05-27,28,False
2018-06-03,0,False
2018-06-10,39,False
2018-06-17,28,False
2018-06-24,29,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,57,False
2018-07-22,28,False
2018-07-29,56,False
2018-08-05,27,False
2018-08-12,24,False
2018-08-19,52,False
2018-08-26,80,False
2018-09-02,42,False
2018-09-09,58,False
2018-09-16,0,False
2018-09-23,58,False
2018-09-30,83,False
2018-10-07,60,False
2018-10-14,62,False
2018-10-21,30,False
2018-10-28,60,False
2018-11-04,0,False
2018-11-11,31,False
2018-11-18,29,False
2018-11-25,44,False
2018-12-02,63,False
2018-12-09,77,False
2018-12-16,64,False
2018-12-23,51,False
2018-12-30,29,False
2019-01-06,43,False
2019-01-13,44,False
2019-01-20,28,False
2019-01-27,85,False
2019-02-03,42,False
2019-02-10,28,False
2019-02-17,0,False
2019-02-24,44,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,62,False
2019-03-24,77,False
2019-03-31,0,False
2019-04-07,30,False
2019-04-14,80,False
2019-04-21,0,False
2019-04-28,59,False
2019-05-05,30,False
2019-05-12,28,False
2019-05-19,44,False
2019-05-26,27,False
2019-06-02,31,False
2019-06-09,31,False
2019-06-16,46,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,28,False
2019-07-14,29,False
2019-07-21,29,False
2019-07-28,56,False
2019-08-04,0,False
2019-08-11,26,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,39,False
2019-09-08,28,False
2019-09-15,26,False
2019-09-22,26,False
2019-09-29,0,False
2019-10-06,53,False
2019-10-13,27,False
2019-10-20,0,False
2019-10-27,40,False
2019-11-03,74,False
2019-11-10,50,False
2019-11-17,0,False
2019-11-24,76,False
2019-12-01,26,False
2019-12-08,52,False
2019-12-15,27,False
2019-12-22,100,False
2019-12-29,54,False
2020-01-05,51,False
2020-01-12,0,False
2020-01-19,49,False
2020-01-26,94,False
2020-02-02,46,False
2020-02-09,24,False
2020-02-16,60,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,53,False
2020-03-15,21,False
2020-03-22,40,False
2020-03-29,42,False
2020-04-05,68,False
2020-04-12,23,False
2020-04-19,31,False
2020-04-26,37,True
