date,Acustica,isPartial
2018-01-07,79,False
2018-01-14,30,False
2018-01-21,59,False
2018-01-28,19,False
2018-02-04,39,False
2018-02-11,39,False
2018-02-18,77,False
2018-02-25,38,False
2018-03-04,19,False
2018-03-11,57,False
2018-03-18,57,False
2018-03-25,20,False
2018-04-01,41,False
2018-04-08,38,False
2018-04-15,100,False
2018-04-22,30,False
2018-04-29,36,False
2018-05-06,19,False
2018-05-13,38,False
2018-05-20,56,False
2018-05-27,19,False
2018-06-03,18,False
2018-06-10,34,False
2018-06-17,17,False
2018-06-24,41,False
2018-07-01,38,False
2018-07-08,16,False
2018-07-15,31,False
2018-07-22,60,False
2018-07-29,46,False
2018-08-05,14,False
2018-08-12,29,False
2018-08-19,44,False
2018-08-26,40,False
2018-09-02,30,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,49,False
2018-09-30,34,False
2018-10-07,46,False
2018-10-14,38,False
2018-10-21,39,False
2018-10-28,29,False
2018-11-04,19,False
2018-11-11,59,False
2018-11-18,19,False
2018-11-25,39,False
2018-12-02,30,False
2018-12-09,40,False
2018-12-16,42,False
2018-12-23,23,False
2018-12-30,22,False
2019-01-06,0,False
2019-01-13,49,False
2019-01-20,18,False
2019-01-27,28,False
2019-02-03,39,False
2019-02-10,40,False
2019-02-17,30,False
2019-02-24,19,False
2019-03-03,41,False
2019-03-10,20,False
2019-03-17,40,False
2019-03-24,20,False
2019-03-31,20,False
2019-04-07,48,False
2019-04-14,29,False
2019-04-21,60,False
2019-04-28,38,False
2019-05-05,19,False
2019-05-12,18,False
2019-05-19,46,False
2019-05-26,53,False
2019-06-02,55,False
2019-06-09,36,False
2019-06-16,18,False
2019-06-23,52,False
2019-06-30,70,False
2019-07-07,33,False
2019-07-14,41,False
2019-07-21,66,False
2019-07-28,24,False
2019-08-04,23,False
2019-08-11,15,False
2019-08-18,34,False
2019-08-25,14,False
2019-09-01,14,False
2019-09-08,16,False
2019-09-15,48,False
2019-09-22,33,False
2019-09-29,59,False
2019-10-06,35,False
2019-10-13,18,False
2019-10-20,50,False
2019-10-27,26,False
2019-11-03,0,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,16,False
2019-12-01,16,False
2019-12-08,26,False
2019-12-15,52,False
2019-12-22,48,False
2019-12-29,45,False
2020-01-05,33,False
2020-01-12,31,False
2020-01-19,15,False
2020-01-26,16,False
2020-02-02,23,False
2020-02-09,47,False
2020-02-16,39,False
2020-02-23,23,False
2020-03-01,22,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,26,False
2020-03-29,20,False
2020-04-05,36,False
2020-04-12,35,False
2020-04-19,46,False
2020-04-26,47,True
