date,cdj,isPartial
2018-01-07,44,False
2018-01-14,44,False
2018-01-21,42,False
2018-01-28,0,False
2018-02-04,31,False
2018-02-11,20,False
2018-02-18,19,False
2018-02-25,19,False
2018-03-04,38,False
2018-03-11,19,False
2018-03-18,20,False
2018-03-25,0,False
2018-04-01,22,False
2018-04-08,19,False
2018-04-15,30,False
2018-04-22,21,False
2018-04-29,30,False
2018-05-06,57,False
2018-05-13,57,False
2018-05-20,19,False
2018-05-27,100,False
2018-06-03,31,False
2018-06-10,19,False
2018-06-17,19,False
2018-06-24,41,False
2018-07-01,40,False
2018-07-08,50,False
2018-07-15,31,False
2018-07-22,21,False
2018-07-29,53,False
2018-08-05,22,False
2018-08-12,0,False
2018-08-19,41,False
2018-08-26,0,False
2018-09-02,40,False
2018-09-09,29,False
2018-09-16,19,False
2018-09-23,29,False
2018-09-30,48,False
2018-10-07,39,False
2018-10-14,20,False
2018-10-21,19,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,19,False
2018-11-18,29,False
2018-11-25,39,False
2018-12-02,0,False
2018-12-09,20,False
2018-12-16,21,False
2018-12-23,64,False
2018-12-30,22,False
2019-01-06,44,False
2019-01-13,42,False
2019-01-20,40,False
2019-01-27,27,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,38,False
2019-03-03,0,False
2019-03-10,22,False
2019-03-17,22,False
2019-03-24,33,False
2019-03-31,21,False
2019-04-07,20,False
2019-04-14,0,False
2019-04-21,24,False
2019-04-28,42,False
2019-05-05,0,False
2019-05-12,21,False
2019-05-19,0,False
2019-05-26,30,False
2019-06-02,21,False
2019-06-09,0,False
2019-06-16,66,False
2019-06-23,45,False
2019-06-30,34,False
2019-07-07,42,False
2019-07-14,23,False
2019-07-21,22,False
2019-07-28,24,False
2019-08-04,26,False
2019-08-11,28,False
2019-08-18,26,False
2019-08-25,23,False
2019-09-01,20,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,20,False
2019-09-29,20,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,20,False
2019-10-27,20,False
2019-11-03,59,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,32,False
2019-12-22,0,False
2019-12-29,96,False
2020-01-05,31,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,19,False
2020-02-02,38,False
2020-02-09,19,False
2020-02-16,20,False
2020-02-23,47,False
2020-03-01,37,False
2020-03-08,18,False
2020-03-15,18,False
2020-03-22,35,False
2020-03-29,35,False
2020-04-05,46,False
2020-04-12,19,False
2020-04-19,52,False
2020-04-26,31,True
