date,cdj,isPartial
2018-01-07,47,False
2018-01-14,47,False
2018-01-21,62,False
2018-01-28,31,False
2018-02-04,75,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,57,False
2018-03-04,61,False
2018-03-11,31,False
2018-03-18,60,False
2018-03-25,32,False
2018-04-01,0,False
2018-04-08,32,False
2018-04-15,32,False
2018-04-22,67,False
2018-04-29,48,False
2018-05-06,64,False
2018-05-13,32,False
2018-05-20,32,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,30,False
2018-06-17,0,False
2018-06-24,30,False
2018-07-01,47,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,45,False
2018-07-29,30,False
2018-08-05,29,False
2018-08-12,27,False
2018-08-19,0,False
2018-08-26,27,False
2018-09-02,29,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,0,False
2018-09-30,31,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,32,False
2018-11-04,31,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,100,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,30,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,29,False
2019-02-03,28,False
2019-02-10,0,False
2019-02-17,29,False
2019-02-24,72,False
2019-03-03,0,False
2019-03-10,43,False
2019-03-17,60,False
2019-03-24,29,False
2019-03-31,29,False
2019-04-07,58,False
2019-04-14,30,False
2019-04-21,61,False
2019-04-28,28,False
2019-05-05,0,False
2019-05-12,42,False
2019-05-19,28,False
2019-05-26,27,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,60,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,27,False
2019-07-14,56,False
2019-07-21,29,False
2019-07-28,0,False
2019-08-04,84,False
2019-08-11,29,False
2019-08-18,55,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,27,False
2019-09-15,39,False
2019-09-22,27,False
2019-09-29,27,False
2019-10-06,55,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,27,False
2019-11-17,0,False
2019-11-24,53,False
2019-12-01,28,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,29,False
2019-12-29,28,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,26,False
2020-01-26,26,False
2020-02-02,49,False
2020-02-09,26,False
2020-02-16,26,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,22,False
2020-03-15,22,False
2020-03-22,20,False
2020-03-29,31,False
2020-04-05,45,False
2020-04-12,33,False
2020-04-19,31,False
2020-04-26,37,True
