date,cdj,isPartial
2018-01-07,0,False
2018-01-14,36,False
2018-01-21,26,False
2018-01-28,36,False
2018-02-04,88,False
2018-02-11,35,False
2018-02-18,0,False
2018-02-25,17,False
2018-03-04,16,False
2018-03-11,34,False
2018-03-18,34,False
2018-03-25,44,False
2018-04-01,18,False
2018-04-08,59,False
2018-04-15,18,False
2018-04-22,18,False
2018-04-29,35,False
2018-05-06,17,False
2018-05-13,17,False
2018-05-20,25,False
2018-05-27,51,False
2018-06-03,0,False
2018-06-10,34,False
2018-06-17,53,False
2018-06-24,71,False
2018-07-01,61,False
2018-07-08,44,False
2018-07-15,18,False
2018-07-22,36,False
2018-07-29,38,False
2018-08-05,62,False
2018-08-12,35,False
2018-08-19,45,False
2018-08-26,28,False
2018-09-02,50,False
2018-09-09,41,False
2018-09-16,25,False
2018-09-23,100,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,17,False
2018-10-21,33,False
2018-10-28,41,False
2018-11-04,31,False
2018-11-11,33,False
2018-11-18,40,False
2018-11-25,17,False
2018-12-02,17,False
2018-12-09,49,False
2018-12-16,17,False
2018-12-23,20,False
2018-12-30,0,False
2019-01-06,33,False
2019-01-13,24,False
2019-01-20,32,False
2019-01-27,39,False
2019-02-03,16,False
2019-02-10,16,False
2019-02-17,33,False
2019-02-24,33,False
2019-03-03,17,False
2019-03-10,58,False
2019-03-17,17,False
2019-03-24,17,False
2019-03-31,26,False
2019-04-07,33,False
2019-04-14,35,False
2019-04-21,38,False
2019-04-28,17,False
2019-05-05,41,False
2019-05-12,16,False
2019-05-19,24,False
2019-05-26,24,False
2019-06-02,26,False
2019-06-09,17,False
2019-06-16,25,False
2019-06-23,17,False
2019-06-30,69,False
2019-07-07,17,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,37,False
2019-08-04,40,False
2019-08-11,46,False
2019-08-18,32,False
2019-08-25,0,False
2019-09-01,32,False
2019-09-08,16,False
2019-09-15,39,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,16,False
2019-10-13,47,False
2019-10-20,23,False
2019-10-27,15,False
2019-11-03,45,False
2019-11-10,53,False
2019-11-17,53,False
2019-11-24,22,False
2019-12-01,31,False
2019-12-08,39,False
2019-12-15,24,False
2019-12-22,57,False
2019-12-29,18,False
2020-01-05,16,False
2020-01-12,0,False
2020-01-19,60,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,14,False
2020-02-16,22,False
2020-02-23,14,False
2020-03-01,14,False
2020-03-08,27,False
2020-03-15,35,False
2020-03-22,39,False
2020-03-29,27,False
2020-04-05,42,False
2020-04-12,28,False
2020-04-19,27,False
2020-04-26,23,True
