date,atelier dessin,isPartial
2018-01-07,36,False
2018-01-14,36,False
2018-01-21,35,False
2018-01-28,37,False
2018-02-04,36,False
2018-02-11,55,False
2018-02-18,74,False
2018-02-25,0,False
2018-03-04,35,False
2018-03-11,0,False
2018-03-18,37,False
2018-03-25,55,False
2018-04-01,38,False
2018-04-08,0,False
2018-04-15,41,False
2018-04-22,38,False
2018-04-29,38,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,38,False
2018-05-27,37,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,39,False
2018-06-24,76,False
2018-07-01,0,False
2018-07-08,38,False
2018-07-15,40,False
2018-07-22,81,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,42,False
2018-08-19,41,False
2018-08-26,58,False
2018-09-02,58,False
2018-09-09,0,False
2018-09-16,39,False
2018-09-23,39,False
2018-09-30,38,False
2018-10-07,0,False
2018-10-14,58,False
2018-10-21,39,False
2018-10-28,39,False
2018-11-04,56,False
2018-11-11,38,False
2018-11-18,37,False
2018-11-25,37,False
2018-12-02,37,False
2018-12-09,37,False
2018-12-16,38,False
2018-12-23,42,False
2018-12-30,78,False
2019-01-06,0,False
2019-01-13,37,False
2019-01-20,35,False
2019-01-27,0,False
2019-02-03,36,False
2019-02-10,36,False
2019-02-17,38,False
2019-02-24,49,False
2019-03-03,35,False
2019-03-10,36,False
2019-03-17,75,False
2019-03-24,0,False
2019-03-31,34,False
2019-04-07,35,False
2019-04-14,36,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,35,False
2019-05-19,34,False
2019-05-26,0,False
2019-06-02,34,False
2019-06-09,0,False
2019-06-16,35,False
2019-06-23,35,False
2019-06-30,35,False
2019-07-07,34,False
2019-07-14,36,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,37,False
2019-08-11,0,False
2019-08-18,40,False
2019-08-25,0,False
2019-09-01,100,False
2019-09-08,34,False
2019-09-15,51,False
2019-09-22,33,False
2019-09-29,51,False
2019-10-06,34,False
2019-10-13,34,False
2019-10-20,56,False
2019-10-27,33,False
2019-11-03,48,False
2019-11-10,0,False
2019-11-17,32,False
2019-11-24,46,False
2019-12-01,31,False
2019-12-08,62,False
2019-12-15,32,False
2019-12-22,35,False
2019-12-29,50,False
2020-01-05,32,False
2020-01-12,31,False
2020-01-19,62,False
2020-01-26,30,False
2020-02-02,30,False
2020-02-09,0,False
2020-02-16,29,False
2020-02-23,29,False
2020-03-01,29,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,54,False
2020-03-29,41,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,26,False
2020-05-03,27,False
2020-05-10,27,False
2020-05-17,0,True
