date,Pflaster verlegen,isPartial
2018-01-07,26,False
2018-01-14,26,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,55,False
2018-02-18,28,False
2018-02-25,27,False
2018-03-04,0,False
2018-03-11,27,False
2018-03-18,0,False
2018-03-25,44,False
2018-04-01,45,False
2018-04-08,84,False
2018-04-15,42,False
2018-04-22,46,False
2018-04-29,28,False
2018-05-06,42,False
2018-05-13,40,False
2018-05-20,38,False
2018-05-27,29,False
2018-06-03,27,False
2018-06-10,26,False
2018-06-17,52,False
2018-06-24,26,False
2018-07-01,52,False
2018-07-08,52,False
2018-07-15,26,False
2018-07-22,26,False
2018-07-29,45,False
2018-08-05,56,False
2018-08-12,0,False
2018-08-19,29,False
2018-08-26,43,False
2018-09-02,28,False
2018-09-09,27,False
2018-09-16,28,False
2018-09-23,41,False
2018-09-30,54,False
2018-10-07,27,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,27,False
2018-11-04,26,False
2018-11-11,52,False
2018-11-18,25,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,24,False
2019-02-10,0,False
2019-02-17,25,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,53,False
2019-03-31,36,False
2019-04-07,35,False
2019-04-14,28,False
2019-04-21,27,False
2019-04-28,51,False
2019-05-05,25,False
2019-05-12,100,False
2019-05-19,50,False
2019-05-26,78,False
2019-06-02,26,False
2019-06-09,27,False
2019-06-16,27,False
2019-06-23,52,False
2019-06-30,25,False
2019-07-07,24,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,26,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,28,False
2019-08-25,27,False
2019-09-01,26,False
2019-09-08,51,False
2019-09-15,25,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,37,False
2019-10-13,37,False
2019-10-20,36,False
2019-10-27,0,False
2019-11-03,35,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,47,False
2019-12-01,24,False
2019-12-08,0,False
2019-12-15,50,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,23,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,44,False
2020-02-16,47,False
2020-02-23,46,False
2020-03-01,0,False
2020-03-08,21,False
2020-03-15,20,False
2020-03-22,21,False
2020-03-29,41,False
2020-04-05,45,False
2020-04-12,33,False
2020-04-19,0,False
2020-04-26,42,False
2020-05-03,70,False
2020-05-10,42,False
