date,videomaker,isPartial
2018-01-07,35,False
2018-01-14,24,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,34,False
2018-02-11,22,False
2018-02-18,21,False
2018-02-25,51,False
2018-03-04,52,False
2018-03-11,21,False
2018-03-18,53,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,31,False
2018-04-15,21,False
2018-04-22,68,False
2018-04-29,33,False
2018-05-06,20,False
2018-05-13,51,False
2018-05-20,21,False
2018-05-27,22,False
2018-06-03,44,False
2018-06-10,21,False
2018-06-17,20,False
2018-06-24,22,False
2018-07-01,43,False
2018-07-08,65,False
2018-07-15,33,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,48,False
2018-08-12,28,False
2018-08-19,29,False
2018-08-26,0,False
2018-09-02,43,False
2018-09-09,31,False
2018-09-16,20,False
2018-09-23,21,False
2018-09-30,0,False
2018-10-07,32,False
2018-10-14,32,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,20,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,0,False
2018-12-09,32,False
2018-12-16,23,False
2018-12-23,42,False
2018-12-30,24,False
2019-01-06,70,False
2019-01-13,23,False
2019-01-20,32,False
2019-01-27,29,False
2019-02-03,45,False
2019-02-10,45,False
2019-02-17,69,False
2019-02-24,81,False
2019-03-03,48,False
2019-03-10,24,False
2019-03-17,24,False
2019-03-24,23,False
2019-03-31,0,False
2019-04-07,22,False
2019-04-14,45,False
2019-04-21,53,False
2019-04-28,67,False
2019-05-05,21,False
2019-05-12,44,False
2019-05-19,34,False
2019-05-26,0,False
2019-06-02,23,False
2019-06-09,34,False
2019-06-16,0,False
2019-06-23,60,False
2019-06-30,25,False
2019-07-07,22,False
2019-07-14,49,False
2019-07-21,36,False
2019-07-28,26,False
2019-08-04,28,False
2019-08-11,30,False
2019-08-18,29,False
2019-08-25,37,False
2019-09-01,0,False
2019-09-08,23,False
2019-09-15,22,False
2019-09-22,43,False
2019-09-29,33,False
2019-10-06,34,False
2019-10-13,45,False
2019-10-20,22,False
2019-10-27,22,False
2019-11-03,32,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,32,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,0,False
2020-01-05,67,False
2020-01-12,62,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,21,False
2020-02-16,53,False
2020-02-23,40,False
2020-03-01,50,False
2020-03-08,40,False
2020-03-15,40,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,50,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,100,True
