date,videomaker,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,31,False
2018-01-28,32,False
2018-02-04,31,False
2018-02-11,33,False
2018-02-18,66,False
2018-02-25,0,False
2018-03-04,65,False
2018-03-11,100,False
2018-03-18,34,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,53,False
2018-04-22,36,False
2018-04-29,34,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,34,False
2018-06-03,68,False
2018-06-10,33,False
2018-06-17,36,False
2018-06-24,0,False
2018-07-01,37,False
2018-07-08,74,False
2018-07-15,38,False
2018-07-22,39,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,50,False
2018-08-19,0,False
2018-08-26,40,False
2018-09-02,37,False
2018-09-09,0,False
2018-09-16,36,False
2018-09-23,36,False
2018-09-30,55,False
2018-10-07,37,False
2018-10-14,37,False
2018-10-21,0,False
2018-10-28,70,False
2018-11-04,34,False
2018-11-11,34,False
2018-11-18,0,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,70,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,38,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,31,False
2019-02-10,31,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,50,False
2019-03-10,33,False
2019-03-17,33,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,32,False
2019-04-14,33,False
2019-04-21,37,False
2019-04-28,0,False
2019-05-05,33,False
2019-05-12,97,False
2019-05-19,0,False
2019-05-26,31,False
2019-06-02,32,False
2019-06-09,31,False
2019-06-16,32,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,34,False
2019-07-14,34,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,38,False
2019-08-11,43,False
2019-08-18,0,False
2019-08-25,67,False
2019-09-01,46,False
2019-09-08,32,False
2019-09-15,31,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,32,False
2019-10-13,62,False
2019-10-20,0,False
2019-10-27,30,False
2019-11-03,45,False
2019-11-10,0,False
2019-11-17,29,False
2019-11-24,0,False
2019-12-01,60,False
2019-12-08,31,False
2019-12-15,0,False
2019-12-22,35,False
2019-12-29,33,False
2020-01-05,0,False
2020-01-12,27,False
2020-01-19,28,False
2020-01-26,27,False
2020-02-02,27,False
2020-02-09,0,False
2020-02-16,28,False
2020-02-23,26,False
2020-03-01,26,False
2020-03-08,0,False
2020-03-15,25,False
2020-03-22,23,False
2020-03-29,37,False
2020-04-05,26,False
2020-04-12,52,False
2020-04-19,0,False
2020-04-26,0,True
