date,Mago,isPartial
2018-01-07,13,False
2018-01-14,12,False
2018-01-21,14,False
2018-01-28,12,False
2018-02-04,14,False
2018-02-11,9,False
2018-02-18,11,False
2018-02-25,11,False
2018-03-04,11,False
2018-03-11,10,False
2018-03-18,12,False
2018-03-25,9,False
2018-04-01,10,False
2018-04-08,15,False
2018-04-15,10,False
2018-04-22,12,False
2018-04-29,10,False
2018-05-06,8,False
2018-05-13,9,False
2018-05-20,11,False
2018-05-27,8,False
2018-06-03,8,False
2018-06-10,8,False
2018-06-17,6,False
2018-06-24,9,False
2018-07-01,8,False
2018-07-08,9,False
2018-07-15,9,False
2018-07-22,7,False
2018-07-29,8,False
2018-08-05,11,False
2018-08-12,14,False
2018-08-19,11,False
2018-08-26,10,False
2018-09-02,8,False
2018-09-09,12,False
2018-09-16,8,False
2018-09-23,7,False
2018-09-30,9,False
2018-10-07,8,False
2018-10-14,10,False
2018-10-21,9,False
2018-10-28,9,False
2018-11-04,12,False
2018-11-11,11,False
2018-11-18,10,False
2018-11-25,11,False
2018-12-02,14,False
2018-12-09,10,False
2018-12-16,13,False
2018-12-23,15,False
2018-12-30,20,False
2019-01-06,20,False
2019-01-13,13,False
2019-01-20,10,False
2019-01-27,11,False
2019-02-03,11,False
2019-02-10,11,False
2019-02-17,10,False
2019-02-24,22,False
2019-03-03,16,False
2019-03-10,12,False
2019-03-17,12,False
2019-03-24,11,False
2019-03-31,10,False
2019-04-07,13,False
2019-04-14,13,False
2019-04-21,11,False
2019-04-28,9,False
2019-05-05,7,False
2019-05-12,11,False
2019-05-19,11,False
2019-05-26,8,False
2019-06-02,10,False
2019-06-09,10,False
2019-06-16,12,False
2019-06-23,8,False
2019-06-30,14,False
2019-07-07,11,False
2019-07-14,8,False
2019-07-21,9,False
2019-07-28,12,False
2019-08-04,14,False
2019-08-11,17,False
2019-08-18,13,False
2019-08-25,100,False
2019-09-01,28,False
2019-09-08,19,False
2019-09-15,25,False
2019-09-22,29,False
2019-09-29,32,False
2019-10-06,61,False
2019-10-13,26,False
2019-10-20,27,False
2019-10-27,28,False
2019-11-03,25,False
2019-11-10,24,False
2019-11-17,27,False
2019-11-24,28,False
2019-12-01,30,False
2019-12-08,34,False
2019-12-15,38,False
2019-12-22,54,False
2019-12-29,56,False
2020-01-05,46,False
2020-01-12,25,False
2020-01-19,23,False
2020-01-26,27,False
2020-02-02,29,False
2020-02-09,27,False
2020-02-16,28,False
2020-02-23,20,False
2020-03-01,18,False
2020-03-08,28,False
2020-03-15,14,False
2020-03-22,14,False
2020-03-29,13,False
2020-04-05,18,False
2020-04-12,10,True
