date,Mago,isPartial
2018-01-07,5,False
2018-01-14,12,False
2018-01-21,14,False
2018-01-28,9,False
2018-02-04,10,False
2018-02-11,7,False
2018-02-18,9,False
2018-02-25,5,False
2018-03-04,3,False
2018-03-11,6,False
2018-03-18,10,False
2018-03-25,11,False
2018-04-01,5,False
2018-04-08,7,False
2018-04-15,9,False
2018-04-22,6,False
2018-04-29,9,False
2018-05-06,7,False
2018-05-13,10,False
2018-05-20,7,False
2018-05-27,8,False
2018-06-03,9,False
2018-06-10,8,False
2018-06-17,9,False
2018-06-24,6,False
2018-07-01,4,False
2018-07-08,3,False
2018-07-15,3,False
2018-07-22,5,False
2018-07-29,5,False
2018-08-05,9,False
2018-08-12,17,False
2018-08-19,4,False
2018-08-26,5,False
2018-09-02,6,False
2018-09-09,11,False
2018-09-16,5,False
2018-09-23,4,False
2018-09-30,11,False
2018-10-07,12,False
2018-10-14,4,False
2018-10-21,12,False
2018-10-28,8,False
2018-11-04,9,False
2018-11-11,8,False
2018-11-18,10,False
2018-11-25,12,False
2018-12-02,6,False
2018-12-09,12,False
2018-12-16,10,False
2018-12-23,4,False
2018-12-30,19,False
2019-01-06,10,False
2019-01-13,8,False
2019-01-20,5,False
2019-01-27,9,False
2019-02-03,9,False
2019-02-10,11,False
2019-02-17,10,False
2019-02-24,9,False
2019-03-03,8,False
2019-03-10,9,False
2019-03-17,9,False
2019-03-24,9,False
2019-03-31,7,False
2019-04-07,8,False
2019-04-14,8,False
2019-04-21,8,False
2019-04-28,6,False
2019-05-05,7,False
2019-05-12,7,False
2019-05-19,8,False
2019-05-26,6,False
2019-06-02,12,False
2019-06-09,7,False
2019-06-16,11,False
2019-06-23,3,False
2019-06-30,4,False
2019-07-07,3,False
2019-07-14,9,False
2019-07-21,5,False
2019-07-28,13,False
2019-08-04,6,False
2019-08-11,12,False
2019-08-18,7,False
2019-08-25,100,False
2019-09-01,17,False
2019-09-08,11,False
2019-09-15,11,False
2019-09-22,7,False
2019-09-29,7,False
2019-10-06,11,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,12,False
2019-11-03,9,False
2019-11-10,3,False
2019-11-17,3,False
2019-11-24,4,False
2019-12-01,7,False
2019-12-08,13,False
2019-12-15,8,False
2019-12-22,8,False
2019-12-29,12,False
2020-01-05,17,False
2020-01-12,6,False
2020-01-19,8,False
2020-01-26,12,False
2020-02-02,14,False
2020-02-09,9,False
2020-02-16,9,False
2020-02-23,9,False
2020-03-01,7,False
2020-03-08,13,False
2020-03-15,12,False
2020-03-22,6,False
2020-03-29,7,False
2020-04-05,13,False
2020-04-12,11,True
