date,Mago,isPartial
2018-01-07,9,False
2018-01-14,16,False
2018-01-21,13,False
2018-01-28,5,False
2018-02-04,15,False
2018-02-11,12,False
2018-02-18,8,False
2018-02-25,11,False
2018-03-04,8,False
2018-03-11,8,False
2018-03-18,9,False
2018-03-25,13,False
2018-04-01,17,False
2018-04-08,10,False
2018-04-15,16,False
2018-04-22,10,False
2018-04-29,7,False
2018-05-06,10,False
2018-05-13,13,False
2018-05-20,3,False
2018-05-27,4,False
2018-06-03,9,False
2018-06-10,11,False
2018-06-17,3,False
2018-06-24,8,False
2018-07-01,4,False
2018-07-08,7,False
2018-07-15,16,False
2018-07-22,8,False
2018-07-29,8,False
2018-08-05,6,False
2018-08-12,12,False
2018-08-19,6,False
2018-08-26,12,False
2018-09-02,9,False
2018-09-09,10,False
2018-09-16,12,False
2018-09-23,8,False
2018-09-30,19,False
2018-10-07,12,False
2018-10-14,17,False
2018-10-21,13,False
2018-10-28,8,False
2018-11-04,9,False
2018-11-11,18,False
2018-11-18,15,False
2018-11-25,10,False
2018-12-02,5,False
2018-12-09,15,False
2018-12-16,13,False
2018-12-23,19,False
2018-12-30,31,False
2019-01-06,31,False
2019-01-13,16,False
2019-01-20,9,False
2019-01-27,11,False
2019-02-03,10,False
2019-02-10,11,False
2019-02-17,15,False
2019-02-24,14,False
2019-03-03,16,False
2019-03-10,16,False
2019-03-17,16,False
2019-03-24,6,False
2019-03-31,16,False
2019-04-07,10,False
2019-04-14,13,False
2019-04-21,9,False
2019-04-28,15,False
2019-05-05,7,False
2019-05-12,12,False
2019-05-19,12,False
2019-05-26,16,False
2019-06-02,14,False
2019-06-09,11,False
2019-06-16,22,False
2019-06-23,9,False
2019-06-30,10,False
2019-07-07,11,False
2019-07-14,9,False
2019-07-21,11,False
2019-07-28,9,False
2019-08-04,11,False
2019-08-11,10,False
2019-08-18,15,False
2019-08-25,100,False
2019-09-01,19,False
2019-09-08,16,False
2019-09-15,11,False
2019-09-22,12,False
2019-09-29,9,False
2019-10-06,13,False
2019-10-13,12,False
2019-10-20,12,False
2019-10-27,7,False
2019-11-03,12,False
2019-11-10,15,False
2019-11-17,15,False
2019-11-24,8,False
2019-12-01,14,False
2019-12-08,13,False
2019-12-15,16,False
2019-12-22,18,False
2019-12-29,11,False
2020-01-05,18,False
2020-01-12,10,False
2020-01-19,6,False
2020-01-26,5,False
2020-02-02,12,False
2020-02-09,11,False
2020-02-16,14,False
2020-02-23,7,False
2020-03-01,16,False
2020-03-08,11,False
2020-03-15,13,False
2020-03-22,8,False
2020-03-29,13,False
2020-04-05,25,False
2020-04-12,9,True
