date,Mago,isPartial
2018-01-07,15,False
2018-01-14,14,False
2018-01-21,16,False
2018-01-28,14,False
2018-02-04,14,False
2018-02-11,11,False
2018-02-18,12,False
2018-02-25,13,False
2018-03-04,11,False
2018-03-11,12,False
2018-03-18,12,False
2018-03-25,12,False
2018-04-01,12,False
2018-04-08,13,False
2018-04-15,11,False
2018-04-22,12,False
2018-04-29,12,False
2018-05-06,11,False
2018-05-13,10,False
2018-05-20,10,False
2018-05-27,10,False
2018-06-03,10,False
2018-06-10,10,False
2018-06-17,8,False
2018-06-24,10,False
2018-07-01,10,False
2018-07-08,9,False
2018-07-15,9,False
2018-07-22,11,False
2018-07-29,11,False
2018-08-05,11,False
2018-08-12,13,False
2018-08-19,10,False
2018-08-26,11,False
2018-09-02,11,False
2018-09-09,10,False
2018-09-16,11,False
2018-09-23,11,False
2018-09-30,12,False
2018-10-07,12,False
2018-10-14,11,False
2018-10-21,13,False
2018-10-28,12,False
2018-11-04,10,False
2018-11-11,12,False
2018-11-18,13,False
2018-11-25,13,False
2018-12-02,14,False
2018-12-09,14,False
2018-12-16,16,False
2018-12-23,19,False
2018-12-30,28,False
2019-01-06,22,False
2019-01-13,13,False
2019-01-20,12,False
2019-01-27,12,False
2019-02-03,12,False
2019-02-10,14,False
2019-02-17,14,False
2019-02-24,15,False
2019-03-03,14,False
2019-03-10,14,False
2019-03-17,13,False
2019-03-24,11,False
2019-03-31,10,False
2019-04-07,12,False
2019-04-14,12,False
2019-04-21,12,False
2019-04-28,11,False
2019-05-05,10,False
2019-05-12,11,False
2019-05-19,10,False
2019-05-26,10,False
2019-06-02,11,False
2019-06-09,11,False
2019-06-16,15,False
2019-06-23,11,False
2019-06-30,10,False
2019-07-07,10,False
2019-07-14,9,False
2019-07-21,10,False
2019-07-28,12,False
2019-08-04,12,False
2019-08-11,13,False
2019-08-18,12,False
2019-08-25,100,False
2019-09-01,19,False
2019-09-08,14,False
2019-09-15,15,False
2019-09-22,15,False
2019-09-29,15,False
2019-10-06,19,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,14,False
2019-11-03,12,False
2019-11-10,11,False
2019-11-17,13,False
2019-11-24,13,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,20,False
2019-12-22,21,False
2019-12-29,24,False
2020-01-05,23,False
2020-01-12,13,False
2020-01-19,12,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,15,False
2020-02-16,14,False
2020-02-23,12,False
2020-03-01,11,False
2020-03-08,18,False
2020-03-15,12,False
2020-03-22,10,False
2020-03-29,12,False
2020-04-05,17,False
2020-04-12,11,True
