date,Mago,isPartial
2018-01-07,14,False
2018-01-14,11,False
2018-01-21,19,False
2018-01-28,12,False
2018-02-04,17,False
2018-02-11,14,False
2018-02-18,13,False
2018-02-25,18,False
2018-03-04,12,False
2018-03-11,7,False
2018-03-18,14,False
2018-03-25,9,False
2018-04-01,12,False
2018-04-08,19,False
2018-04-15,11,False
2018-04-22,26,False
2018-04-29,19,False
2018-05-06,14,False
2018-05-13,15,False
2018-05-20,24,False
2018-05-27,18,False
2018-06-03,17,False
2018-06-10,6,False
2018-06-17,7,False
2018-06-24,7,False
2018-07-01,15,False
2018-07-08,14,False
2018-07-15,16,False
2018-07-22,11,False
2018-07-29,12,False
2018-08-05,10,False
2018-08-12,10,False
2018-08-19,6,False
2018-08-26,8,False
2018-09-02,7,False
2018-09-09,20,False
2018-09-16,11,False
2018-09-23,10,False
2018-09-30,10,False
2018-10-07,9,False
2018-10-14,4,False
2018-10-21,11,False
2018-10-28,9,False
2018-11-04,8,False
2018-11-11,11,False
2018-11-18,9,False
2018-11-25,7,False
2018-12-02,19,False
2018-12-09,13,False
2018-12-16,14,False
2018-12-23,12,False
2018-12-30,22,False
2019-01-06,16,False
2019-01-13,19,False
2019-01-20,12,False
2019-01-27,9,False
2019-02-03,12,False
2019-02-10,8,False
2019-02-17,14,False
2019-02-24,9,False
2019-03-03,13,False
2019-03-10,8,False
2019-03-17,15,False
2019-03-24,7,False
2019-03-31,7,False
2019-04-07,9,False
2019-04-14,17,False
2019-04-21,15,False
2019-04-28,13,False
2019-05-05,20,False
2019-05-12,19,False
2019-05-19,19,False
2019-05-26,23,False
2019-06-02,13,False
2019-06-09,17,False
2019-06-16,13,False
2019-06-23,17,False
2019-06-30,26,False
2019-07-07,21,False
2019-07-14,7,False
2019-07-21,5,False
2019-07-28,10,False
2019-08-04,11,False
2019-08-11,14,False
2019-08-18,9,False
2019-08-25,100,False
2019-09-01,18,False
2019-09-08,16,False
2019-09-15,13,False
2019-09-22,9,False
2019-09-29,9,False
2019-10-06,13,False
2019-10-13,20,False
2019-10-20,16,False
2019-10-27,9,False
2019-11-03,15,False
2019-11-10,11,False
2019-11-17,8,False
2019-11-24,12,False
2019-12-01,13,False
2019-12-08,11,False
2019-12-15,25,False
2019-12-22,12,False
2019-12-29,17,False
2020-01-05,20,False
2020-01-12,11,False
2020-01-19,16,False
2020-01-26,12,False
2020-02-02,19,False
2020-02-09,14,False
2020-02-16,15,False
2020-02-23,10,False
2020-03-01,11,False
2020-03-08,15,False
2020-03-15,14,False
2020-03-22,16,False
2020-03-29,14,False
2020-04-05,17,False
2020-04-12,16,True
