date,Mago,isPartial
2018-01-07,25,False
2018-01-14,13,False
2018-01-21,37,False
2018-01-28,18,False
2018-02-04,12,False
2018-02-11,18,False
2018-02-18,0,False
2018-02-25,25,False
2018-03-04,13,False
2018-03-11,25,False
2018-03-18,19,False
2018-03-25,13,False
2018-04-01,13,False
2018-04-08,12,False
2018-04-15,13,False
2018-04-22,12,False
2018-04-29,12,False
2018-05-06,12,False
2018-05-13,12,False
2018-05-20,12,False
2018-05-27,12,False
2018-06-03,25,False
2018-06-10,0,False
2018-06-17,13,False
2018-06-24,0,False
2018-07-01,13,False
2018-07-08,13,False
2018-07-15,0,False
2018-07-22,26,False
2018-07-29,40,False
2018-08-05,13,False
2018-08-12,40,False
2018-08-19,26,False
2018-08-26,13,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,14,False
2018-09-23,13,False
2018-09-30,0,False
2018-10-07,13,False
2018-10-14,13,False
2018-10-21,31,False
2018-10-28,12,False
2018-11-04,24,False
2018-11-11,43,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,26,False
2018-12-09,13,False
2018-12-16,57,False
2018-12-23,56,False
2018-12-30,62,False
2019-01-06,37,False
2019-01-13,12,False
2019-01-20,11,False
2019-01-27,23,False
2019-02-03,12,False
2019-02-10,12,False
2019-02-17,18,False
2019-02-24,0,False
2019-03-03,12,False
2019-03-10,31,False
2019-03-17,18,False
2019-03-24,24,False
2019-03-31,12,False
2019-04-07,18,False
2019-04-14,12,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,0,False
2019-05-12,12,False
2019-05-19,12,False
2019-05-26,24,False
2019-06-02,12,False
2019-06-09,26,False
2019-06-16,13,False
2019-06-23,33,False
2019-06-30,0,False
2019-07-07,19,False
2019-07-14,0,False
2019-07-21,13,False
2019-07-28,13,False
2019-08-04,13,False
2019-08-11,19,False
2019-08-18,12,False
2019-08-25,100,False
2019-09-01,18,False
2019-09-08,25,False
2019-09-15,12,False
2019-09-22,33,False
2019-09-29,12,False
2019-10-06,24,False
2019-10-13,22,False
2019-10-20,17,False
2019-10-27,22,False
2019-11-03,11,False
2019-11-10,16,False
2019-11-17,0,False
2019-11-24,37,False
2019-12-01,11,False
2019-12-08,12,False
2019-12-15,34,False
2019-12-22,18,False
2019-12-29,11,False
2020-01-05,16,False
2020-01-12,0,False
2020-01-19,20,False
2020-01-26,31,False
2020-02-02,21,False
2020-02-09,51,False
2020-02-16,32,False
2020-02-23,20,False
2020-03-01,9,False
2020-03-08,9,False
2020-03-15,17,False
2020-03-22,8,False
2020-03-29,8,False
2020-04-05,37,False
2020-04-12,15,True
