date,Mago,isPartial
2018-01-07,13,False
2018-01-14,8,False
2018-01-21,11,False
2018-01-28,12,False
2018-02-04,13,False
2018-02-11,8,False
2018-02-18,11,False
2018-02-25,10,False
2018-03-04,7,False
2018-03-11,5,False
2018-03-18,10,False
2018-03-25,14,False
2018-04-01,11,False
2018-04-08,9,False
2018-04-15,9,False
2018-04-22,14,False
2018-04-29,11,False
2018-05-06,6,False
2018-05-13,13,False
2018-05-20,10,False
2018-05-27,11,False
2018-06-03,6,False
2018-06-10,8,False
2018-06-17,10,False
2018-06-24,11,False
2018-07-01,8,False
2018-07-08,6,False
2018-07-15,10,False
2018-07-22,9,False
2018-07-29,9,False
2018-08-05,11,False
2018-08-12,9,False
2018-08-19,10,False
2018-08-26,12,False
2018-09-02,7,False
2018-09-09,11,False
2018-09-16,8,False
2018-09-23,9,False
2018-09-30,9,False
2018-10-07,6,False
2018-10-14,7,False
2018-10-21,9,False
2018-10-28,7,False
2018-11-04,8,False
2018-11-11,13,False
2018-11-18,10,False
2018-11-25,11,False
2018-12-02,10,False
2018-12-09,11,False
2018-12-16,13,False
2018-12-23,15,False
2018-12-30,17,False
2019-01-06,21,False
2019-01-13,10,False
2019-01-20,10,False
2019-01-27,12,False
2019-02-03,11,False
2019-02-10,9,False
2019-02-17,12,False
2019-02-24,11,False
2019-03-03,11,False
2019-03-10,11,False
2019-03-17,12,False
2019-03-24,10,False
2019-03-31,13,False
2019-04-07,12,False
2019-04-14,11,False
2019-04-21,9,False
2019-04-28,6,False
2019-05-05,7,False
2019-05-12,8,False
2019-05-19,7,False
2019-05-26,11,False
2019-06-02,6,False
2019-06-09,12,False
2019-06-16,13,False
2019-06-23,12,False
2019-06-30,6,False
2019-07-07,6,False
2019-07-14,5,False
2019-07-21,8,False
2019-07-28,12,False
2019-08-04,11,False
2019-08-11,11,False
2019-08-18,11,False
2019-08-25,100,False
2019-09-01,17,False
2019-09-08,12,False
2019-09-15,15,False
2019-09-22,14,False
2019-09-29,10,False
2019-10-06,10,False
2019-10-13,13,False
2019-10-20,13,False
2019-10-27,8,False
2019-11-03,10,False
2019-11-10,9,False
2019-11-17,9,False
2019-11-24,13,False
2019-12-01,10,False
2019-12-08,9,False
2019-12-15,16,False
2019-12-22,17,False
2019-12-29,16,False
2020-01-05,14,False
2020-01-12,10,False
2020-01-19,8,False
2020-01-26,14,False
2020-02-02,10,False
2020-02-09,10,False
2020-02-16,11,False
2020-02-23,9,False
2020-03-01,9,False
2020-03-08,16,False
2020-03-15,12,False
2020-03-22,10,False
2020-03-29,8,False
2020-04-05,17,False
2020-04-12,5,True
