date,Mago,isPartial
2018-01-07,24,False
2018-01-14,19,False
2018-01-21,19,False
2018-01-28,23,False
2018-02-04,16,False
2018-02-11,20,False
2018-02-18,18,False
2018-02-25,16,False
2018-03-04,16,False
2018-03-11,17,False
2018-03-18,15,False
2018-03-25,22,False
2018-04-01,13,False
2018-04-08,16,False
2018-04-15,17,False
2018-04-22,18,False
2018-04-29,18,False
2018-05-06,16,False
2018-05-13,15,False
2018-05-20,11,False
2018-05-27,14,False
2018-06-03,14,False
2018-06-10,13,False
2018-06-17,11,False
2018-06-24,13,False
2018-07-01,13,False
2018-07-08,13,False
2018-07-15,11,False
2018-07-22,9,False
2018-07-29,13,False
2018-08-05,14,False
2018-08-12,16,False
2018-08-19,10,False
2018-08-26,9,False
2018-09-02,11,False
2018-09-09,9,False
2018-09-16,15,False
2018-09-23,13,False
2018-09-30,16,False
2018-10-07,16,False
2018-10-14,16,False
2018-10-21,19,False
2018-10-28,19,False
2018-11-04,18,False
2018-11-11,22,False
2018-11-18,22,False
2018-11-25,20,False
2018-12-02,20,False
2018-12-09,18,False
2018-12-16,26,False
2018-12-23,38,False
2018-12-30,46,False
2019-01-06,40,False
2019-01-13,20,False
2019-01-20,18,False
2019-01-27,17,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,17,False
2019-02-24,18,False
2019-03-03,21,False
2019-03-10,19,False
2019-03-17,17,False
2019-03-24,13,False
2019-03-31,15,False
2019-04-07,16,False
2019-04-14,18,False
2019-04-21,14,False
2019-04-28,16,False
2019-05-05,14,False
2019-05-12,13,False
2019-05-19,16,False
2019-05-26,11,False
2019-06-02,18,False
2019-06-09,14,False
2019-06-16,21,False
2019-06-23,14,False
2019-06-30,13,False
2019-07-07,10,False
2019-07-14,10,False
2019-07-21,9,False
2019-07-28,8,False
2019-08-04,11,False
2019-08-11,12,False
2019-08-18,11,False
2019-08-25,100,False
2019-09-01,17,False
2019-09-08,14,False
2019-09-15,14,False
2019-09-22,12,False
2019-09-29,11,False
2019-10-06,13,False
2019-10-13,14,False
2019-10-20,12,False
2019-10-27,13,False
2019-11-03,12,False
2019-11-10,10,False
2019-11-17,11,False
2019-11-24,12,False
2019-12-01,15,False
2019-12-08,17,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,20,False
2020-01-05,21,False
2020-01-12,13,False
2020-01-19,11,False
2020-01-26,12,False
2020-02-02,13,False
2020-02-09,15,False
2020-02-16,13,False
2020-02-23,10,False
2020-03-01,11,False
2020-03-08,13,False
2020-03-15,10,False
2020-03-22,9,False
2020-03-29,11,False
2020-04-05,20,False
2020-04-12,11,True
