date,Mago,isPartial
2018-01-07,19,False
2018-01-14,12,False
2018-01-21,6,False
2018-01-28,15,False
2018-02-04,9,False
2018-02-11,12,False
2018-02-18,16,False
2018-02-25,6,False
2018-03-04,25,False
2018-03-11,12,False
2018-03-18,21,False
2018-03-25,6,False
2018-04-01,18,False
2018-04-08,18,False
2018-04-15,13,False
2018-04-22,17,False
2018-04-29,19,False
2018-05-06,6,False
2018-05-13,12,False
2018-05-20,9,False
2018-05-27,21,False
2018-06-03,9,False
2018-06-10,14,False
2018-06-17,12,False
2018-06-24,12,False
2018-07-01,0,False
2018-07-08,14,False
2018-07-15,26,False
2018-07-22,5,False
2018-07-29,13,False
2018-08-05,27,False
2018-08-12,12,False
2018-08-19,10,False
2018-08-26,16,False
2018-09-02,39,False
2018-09-09,12,False
2018-09-16,6,False
2018-09-23,12,False
2018-09-30,6,False
2018-10-07,12,False
2018-10-14,18,False
2018-10-21,12,False
2018-10-28,19,False
2018-11-04,6,False
2018-11-11,22,False
2018-11-18,12,False
2018-11-25,18,False
2018-12-02,15,False
2018-12-09,9,False
2018-12-16,12,False
2018-12-23,14,False
2018-12-30,27,False
2019-01-06,30,False
2019-01-13,20,False
2019-01-20,8,False
2019-01-27,6,False
2019-02-03,15,False
2019-02-10,12,False
2019-02-17,18,False
2019-02-24,12,False
2019-03-03,12,False
2019-03-10,6,False
2019-03-17,15,False
2019-03-24,18,False
2019-03-31,6,False
2019-04-07,12,False
2019-04-14,19,False
2019-04-21,21,False
2019-04-28,11,False
2019-05-05,12,False
2019-05-12,12,False
2019-05-19,14,False
2019-05-26,11,False
2019-06-02,11,False
2019-06-09,6,False
2019-06-16,12,False
2019-06-23,9,False
2019-06-30,16,False
2019-07-07,11,False
2019-07-14,8,False
2019-07-21,38,False
2019-07-28,10,False
2019-08-04,12,False
2019-08-11,14,False
2019-08-18,7,False
2019-08-25,100,False
2019-09-01,21,False
2019-09-08,6,False
2019-09-15,11,False
2019-09-22,16,False
2019-09-29,11,False
2019-10-06,11,False
2019-10-13,19,False
2019-10-20,11,False
2019-10-27,14,False
2019-11-03,10,False
2019-11-10,16,False
2019-11-17,8,False
2019-11-24,10,False
2019-12-01,13,False
2019-12-08,19,False
2019-12-15,18,False
2019-12-22,17,False
2019-12-29,14,False
2020-01-05,11,False
2020-01-12,7,False
2020-01-19,15,False
2020-01-26,13,False
2020-02-02,15,False
2020-02-09,20,False
2020-02-16,18,False
2020-02-23,7,False
2020-03-01,14,False
2020-03-08,36,False
2020-03-15,7,False
2020-03-22,8,False
2020-03-29,15,False
2020-04-05,17,False
2020-04-12,15,True
