date,Mago,isPartial
2018-01-07,16,False
2018-01-14,13,False
2018-01-21,12,False
2018-01-28,14,False
2018-02-04,19,False
2018-02-11,16,False
2018-02-18,7,False
2018-02-25,16,False
2018-03-04,11,False
2018-03-11,16,False
2018-03-18,16,False
2018-03-25,7,False
2018-04-01,17,False
2018-04-08,11,False
2018-04-15,11,False
2018-04-22,10,False
2018-04-29,18,False
2018-05-06,9,False
2018-05-13,11,False
2018-05-20,11,False
2018-05-27,12,False
2018-06-03,17,False
2018-06-10,13,False
2018-06-17,6,False
2018-06-24,7,False
2018-07-01,3,False
2018-07-08,11,False
2018-07-15,9,False
2018-07-22,14,False
2018-07-29,11,False
2018-08-05,7,False
2018-08-12,7,False
2018-08-19,9,False
2018-08-26,11,False
2018-09-02,14,False
2018-09-09,14,False
2018-09-16,5,False
2018-09-23,11,False
2018-09-30,13,False
2018-10-07,22,False
2018-10-14,4,False
2018-10-21,16,False
2018-10-28,11,False
2018-11-04,12,False
2018-11-11,11,False
2018-11-18,16,False
2018-11-25,16,False
2018-12-02,18,False
2018-12-09,23,False
2018-12-16,18,False
2018-12-23,14,False
2018-12-30,12,False
2019-01-06,21,False
2019-01-13,19,False
2019-01-20,6,False
2019-01-27,18,False
2019-02-03,10,False
2019-02-10,28,False
2019-02-17,9,False
2019-02-24,18,False
2019-03-03,19,False
2019-03-10,24,False
2019-03-17,14,False
2019-03-24,5,False
2019-03-31,7,False
2019-04-07,14,False
2019-04-14,13,False
2019-04-21,9,False
2019-04-28,17,False
2019-05-05,3,False
2019-05-12,12,False
2019-05-19,10,False
2019-05-26,13,False
2019-06-02,3,False
2019-06-09,8,False
2019-06-16,21,False
2019-06-23,10,False
2019-06-30,12,False
2019-07-07,7,False
2019-07-14,7,False
2019-07-21,5,False
2019-07-28,12,False
2019-08-04,7,False
2019-08-11,10,False
2019-08-18,10,False
2019-08-25,100,False
2019-09-01,13,False
2019-09-08,12,False
2019-09-15,16,False
2019-09-22,15,False
2019-09-29,10,False
2019-10-06,13,False
2019-10-13,9,False
2019-10-20,14,False
2019-10-27,5,False
2019-11-03,11,False
2019-11-10,11,False
2019-11-17,8,False
2019-11-24,11,False
2019-12-01,19,False
2019-12-08,11,False
2019-12-15,19,False
2019-12-22,20,False
2019-12-29,27,False
2020-01-05,11,False
2020-01-12,12,False
2020-01-19,12,False
2020-01-26,9,False
2020-02-02,14,False
2020-02-09,15,False
2020-02-16,14,False
2020-02-23,19,False
2020-03-01,13,False
2020-03-08,11,False
2020-03-15,9,False
2020-03-22,11,False
2020-03-29,15,False
2020-04-05,20,False
2020-04-12,18,True
