date,Mago,isPartial
2018-01-07,14,False
2018-01-14,16,False
2018-01-21,15,False
2018-01-28,12,False
2018-02-04,21,False
2018-02-11,15,False
2018-02-18,8,False
2018-02-25,13,False
2018-03-04,26,False
2018-03-11,11,False
2018-03-18,19,False
2018-03-25,10,False
2018-04-01,4,False
2018-04-08,13,False
2018-04-15,8,False
2018-04-22,11,False
2018-04-29,12,False
2018-05-06,12,False
2018-05-13,16,False
2018-05-20,19,False
2018-05-27,7,False
2018-06-03,9,False
2018-06-10,12,False
2018-06-17,7,False
2018-06-24,15,False
2018-07-01,9,False
2018-07-08,7,False
2018-07-15,6,False
2018-07-22,15,False
2018-07-29,8,False
2018-08-05,11,False
2018-08-12,14,False
2018-08-19,9,False
2018-08-26,13,False
2018-09-02,29,False
2018-09-09,15,False
2018-09-16,19,False
2018-09-23,10,False
2018-09-30,10,False
2018-10-07,26,False
2018-10-14,12,False
2018-10-21,8,False
2018-10-28,12,False
2018-11-04,8,False
2018-11-11,15,False
2018-11-18,8,False
2018-11-25,11,False
2018-12-02,3,False
2018-12-09,7,False
2018-12-16,19,False
2018-12-23,18,False
2018-12-30,19,False
2019-01-06,23,False
2019-01-13,12,False
2019-01-20,13,False
2019-01-27,6,False
2019-02-03,12,False
2019-02-10,12,False
2019-02-17,5,False
2019-02-24,21,False
2019-03-03,18,False
2019-03-10,19,False
2019-03-17,15,False
2019-03-24,10,False
2019-03-31,9,False
2019-04-07,4,False
2019-04-14,9,False
2019-04-21,9,False
2019-04-28,14,False
2019-05-05,8,False
2019-05-12,12,False
2019-05-19,7,False
2019-05-26,5,False
2019-06-02,10,False
2019-06-09,14,False
2019-06-16,20,False
2019-06-23,7,False
2019-06-30,13,False
2019-07-07,6,False
2019-07-14,6,False
2019-07-21,11,False
2019-07-28,18,False
2019-08-04,6,False
2019-08-11,18,False
2019-08-18,11,False
2019-08-25,100,False
2019-09-01,25,False
2019-09-08,7,False
2019-09-15,12,False
2019-09-22,18,False
2019-09-29,15,False
2019-10-06,11,False
2019-10-13,16,False
2019-10-20,7,False
2019-10-27,11,False
2019-11-03,13,False
2019-11-10,11,False
2019-11-17,14,False
2019-11-24,7,False
2019-12-01,14,False
2019-12-08,11,False
2019-12-15,12,False
2019-12-22,20,False
2019-12-29,26,False
2020-01-05,14,False
2020-01-12,11,False
2020-01-19,12,False
2020-01-26,9,False
2020-02-02,14,False
2020-02-09,12,False
2020-02-16,17,False
2020-02-23,13,False
2020-03-01,10,False
2020-03-08,13,False
2020-03-15,20,False
2020-03-22,5,False
2020-03-29,15,False
2020-04-05,14,False
2020-04-12,13,True
