date,Mago,isPartial
2018-01-07,14,False
2018-01-14,13,False
2018-01-21,11,False
2018-01-28,10,False
2018-02-04,10,False
2018-02-11,10,False
2018-02-18,10,False
2018-02-25,8,False
2018-03-04,6,False
2018-03-11,11,False
2018-03-18,7,False
2018-03-25,10,False
2018-04-01,6,False
2018-04-08,15,False
2018-04-15,8,False
2018-04-22,11,False
2018-04-29,5,False
2018-05-06,7,False
2018-05-13,5,False
2018-05-20,5,False
2018-05-27,13,False
2018-06-03,5,False
2018-06-10,13,False
2018-06-17,3,False
2018-06-24,4,False
2018-07-01,9,False
2018-07-08,7,False
2018-07-15,13,False
2018-07-22,13,False
2018-07-29,14,False
2018-08-05,8,False
2018-08-12,10,False
2018-08-19,10,False
2018-08-26,22,False
2018-09-02,14,False
2018-09-09,12,False
2018-09-16,18,False
2018-09-23,24,False
2018-09-30,13,False
2018-10-07,12,False
2018-10-14,8,False
2018-10-21,7,False
2018-10-28,12,False
2018-11-04,6,False
2018-11-11,11,False
2018-11-18,3,False
2018-11-25,13,False
2018-12-02,12,False
2018-12-09,16,False
2018-12-16,19,False
2018-12-23,14,False
2018-12-30,20,False
2019-01-06,20,False
2019-01-13,12,False
2019-01-20,9,False
2019-01-27,6,False
2019-02-03,18,False
2019-02-10,16,False
2019-02-17,10,False
2019-02-24,20,False
2019-03-03,24,False
2019-03-10,6,False
2019-03-17,15,False
2019-03-24,20,False
2019-03-31,12,False
2019-04-07,8,False
2019-04-14,25,False
2019-04-21,18,False
2019-04-28,5,False
2019-05-05,9,False
2019-05-12,7,False
2019-05-19,7,False
2019-05-26,8,False
2019-06-02,12,False
2019-06-09,8,False
2019-06-16,15,False
2019-06-23,3,False
2019-06-30,10,False
2019-07-07,8,False
2019-07-14,9,False
2019-07-21,5,False
2019-07-28,7,False
2019-08-04,8,False
2019-08-11,11,False
2019-08-18,5,False
2019-08-25,100,False
2019-09-01,21,False
2019-09-08,10,False
2019-09-15,6,False
2019-09-22,3,False
2019-09-29,12,False
2019-10-06,5,False
2019-10-13,6,False
2019-10-20,7,False
2019-10-27,10,False
2019-11-03,6,False
2019-11-10,11,False
2019-11-17,11,False
2019-11-24,9,False
2019-12-01,15,False
2019-12-08,12,False
2019-12-15,12,False
2019-12-22,13,False
2019-12-29,8,False
2020-01-05,15,False
2020-01-12,14,False
2020-01-19,10,False
2020-01-26,9,False
2020-02-02,15,False
2020-02-09,14,False
2020-02-16,10,False
2020-02-23,7,False
2020-03-01,7,False
2020-03-08,17,False
2020-03-15,12,False
2020-03-22,12,False
2020-03-29,9,False
2020-04-05,12,False
2020-04-12,8,True
