date,Mago,isPartial
2018-01-07,19,False
2018-01-14,21,False
2018-01-21,19,False
2018-01-28,13,False
2018-02-04,19,False
2018-02-11,13,False
2018-02-18,16,False
2018-02-25,12,False
2018-03-04,19,False
2018-03-11,9,False
2018-03-18,14,False
2018-03-25,19,False
2018-04-01,12,False
2018-04-08,10,False
2018-04-15,11,False
2018-04-22,13,False
2018-04-29,14,False
2018-05-06,11,False
2018-05-13,13,False
2018-05-20,13,False
2018-05-27,14,False
2018-06-03,10,False
2018-06-10,8,False
2018-06-17,19,False
2018-06-24,14,False
2018-07-01,11,False
2018-07-08,18,False
2018-07-15,8,False
2018-07-22,9,False
2018-07-29,10,False
2018-08-05,15,False
2018-08-12,11,False
2018-08-19,14,False
2018-08-26,7,False
2018-09-02,12,False
2018-09-09,6,False
2018-09-16,10,False
2018-09-23,11,False
2018-09-30,7,False
2018-10-07,14,False
2018-10-14,17,False
2018-10-21,12,False
2018-10-28,13,False
2018-11-04,11,False
2018-11-11,10,False
2018-11-18,14,False
2018-11-25,11,False
2018-12-02,15,False
2018-12-09,11,False
2018-12-16,15,False
2018-12-23,24,False
2018-12-30,26,False
2019-01-06,35,False
2019-01-13,13,False
2019-01-20,19,False
2019-01-27,10,False
2019-02-03,11,False
2019-02-10,21,False
2019-02-17,18,False
2019-02-24,21,False
2019-03-03,14,False
2019-03-10,16,False
2019-03-17,12,False
2019-03-24,8,False
2019-03-31,8,False
2019-04-07,10,False
2019-04-14,10,False
2019-04-21,14,False
2019-04-28,7,False
2019-05-05,11,False
2019-05-12,12,False
2019-05-19,10,False
2019-05-26,18,False
2019-06-02,13,False
2019-06-09,23,False
2019-06-16,24,False
2019-06-23,15,False
2019-06-30,16,False
2019-07-07,13,False
2019-07-14,11,False
2019-07-21,20,False
2019-07-28,14,False
2019-08-04,48,False
2019-08-11,37,False
2019-08-18,6,False
2019-08-25,100,False
2019-09-01,22,False
2019-09-08,14,False
2019-09-15,17,False
2019-09-22,11,False
2019-09-29,14,False
2019-10-06,9,False
2019-10-13,15,False
2019-10-20,16,False
2019-10-27,12,False
2019-11-03,12,False
2019-11-10,11,False
2019-11-17,14,False
2019-11-24,12,False
2019-12-01,10,False
2019-12-08,14,False
2019-12-15,21,False
2019-12-22,13,False
2019-12-29,17,False
2020-01-05,26,False
2020-01-12,14,False
2020-01-19,12,False
2020-01-26,16,False
2020-02-02,14,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,15,False
2020-03-01,7,False
2020-03-08,23,False
2020-03-15,10,False
2020-03-22,10,False
2020-03-29,18,False
2020-04-05,23,False
2020-04-12,12,True
