date,Canzoni Bimbi,isPartial
2018-01-07,32,False
2018-01-14,21,False
2018-01-21,42,False
2018-01-28,62,False
2018-02-04,31,False
2018-02-11,41,False
2018-02-18,62,False
2018-02-25,58,False
2018-03-04,41,False
2018-03-11,0,False
2018-03-18,21,False
2018-03-25,0,False
2018-04-01,21,False
2018-04-08,20,False
2018-04-15,43,False
2018-04-22,42,False
2018-04-29,20,False
2018-05-06,20,False
2018-05-13,61,False
2018-05-20,0,False
2018-05-27,51,False
2018-06-03,30,False
2018-06-10,48,False
2018-06-17,51,False
2018-06-24,30,False
2018-07-01,0,False
2018-07-08,95,False
2018-07-15,28,False
2018-07-22,38,False
2018-07-29,38,False
2018-08-05,38,False
2018-08-12,45,False
2018-08-19,0,False
2018-08-26,39,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,20,False
2018-09-23,20,False
2018-09-30,31,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,40,False
2018-11-11,32,False
2018-11-18,42,False
2018-11-25,21,False
2018-12-02,32,False
2018-12-09,66,False
2018-12-16,33,False
2018-12-23,24,False
2018-12-30,22,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,48,False
2019-01-27,0,False
2019-02-03,39,False
2019-02-10,20,False
2019-02-17,61,False
2019-02-24,30,False
2019-03-03,68,False
2019-03-10,20,False
2019-03-17,20,False
2019-03-24,100,False
2019-03-31,20,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,18,False
2019-04-28,0,False
2019-05-05,37,False
2019-05-12,0,False
2019-05-19,19,False
2019-05-26,18,False
2019-06-02,59,False
2019-06-09,37,False
2019-06-16,28,False
2019-06-23,29,False
2019-06-30,37,False
2019-07-07,54,False
2019-07-14,36,False
2019-07-21,18,False
2019-07-28,37,False
2019-08-04,27,False
2019-08-11,18,False
2019-08-18,34,False
2019-08-25,17,False
2019-09-01,17,False
2019-09-08,18,False
2019-09-15,27,False
2019-09-22,35,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,35,False
2019-10-20,17,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,0,False
2019-11-17,34,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,28,False
2019-12-15,19,False
2019-12-22,22,False
2019-12-29,20,False
2020-01-05,0,False
2020-01-12,26,False
2020-01-19,18,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,36,False
2020-02-16,0,False
2020-02-23,33,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,0,True
