date,Canzoni Bimbi,isPartial
2018-01-07,28,False
2018-01-14,0,False
2018-01-21,29,False
2018-01-28,28,False
2018-02-04,27,False
2018-02-11,27,False
2018-02-18,52,False
2018-02-25,0,False
2018-03-04,26,False
2018-03-11,27,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,0,False
2018-04-08,29,False
2018-04-15,0,False
2018-04-22,29,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,83,False
2018-05-20,28,False
2018-05-27,0,False
2018-06-03,28,False
2018-06-10,0,False
2018-06-17,81,False
2018-06-24,0,False
2018-07-01,27,False
2018-07-08,0,False
2018-07-15,55,False
2018-07-22,26,False
2018-07-29,51,False
2018-08-05,100,False
2018-08-12,59,False
2018-08-19,24,False
2018-08-26,26,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,27,False
2018-09-30,54,False
2018-10-07,29,False
2018-10-14,0,False
2018-10-21,83,False
2018-10-28,56,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,82,False
2018-11-25,41,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,28,False
2018-12-23,28,False
2018-12-30,51,False
2019-01-06,25,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,39,False
2019-02-03,0,False
2019-02-10,77,False
2019-02-17,26,False
2019-02-24,26,False
2019-03-03,28,False
2019-03-10,81,False
2019-03-17,28,False
2019-03-24,26,False
2019-03-31,28,False
2019-04-07,53,False
2019-04-14,28,False
2019-04-21,28,False
2019-04-28,79,False
2019-05-05,27,False
2019-05-12,26,False
2019-05-19,26,False
2019-05-26,49,False
2019-06-02,41,False
2019-06-09,28,False
2019-06-16,42,False
2019-06-23,56,False
2019-06-30,57,False
2019-07-07,80,False
2019-07-14,27,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,25,False
2019-08-11,23,False
2019-08-18,45,False
2019-08-25,0,False
2019-09-01,47,False
2019-09-08,25,False
2019-09-15,25,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,26,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,23,False
2019-11-10,25,False
2019-11-17,50,False
2019-11-24,23,False
2019-12-01,25,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,25,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,23,False
2020-01-19,0,False
2020-01-26,45,False
2020-02-02,0,False
2020-02-09,23,False
2020-02-16,0,False
2020-02-23,22,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,19,False
2020-03-22,0,False
2020-03-29,18,False
2020-04-05,19,False
2020-04-12,0,False
2020-04-19,18,False
2020-04-26,0,True
