date,Canzoni Bimbi,isPartial
2018-01-07,17,False
2018-01-14,32,False
2018-01-21,57,False
2018-01-28,63,False
2018-02-04,16,False
2018-02-11,41,False
2018-02-18,38,False
2018-02-25,15,False
2018-03-04,16,False
2018-03-11,32,False
2018-03-18,31,False
2018-03-25,51,False
2018-04-01,26,False
2018-04-08,32,False
2018-04-15,25,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,64,False
2018-05-13,41,False
2018-05-20,41,False
2018-05-27,100,False
2018-06-03,49,False
2018-06-10,55,False
2018-06-17,40,False
2018-06-24,16,False
2018-07-01,64,False
2018-07-08,24,False
2018-07-15,32,False
2018-07-22,16,False
2018-07-29,40,False
2018-08-05,48,False
2018-08-12,0,False
2018-08-19,32,False
2018-08-26,15,False
2018-09-02,16,False
2018-09-09,0,False
2018-09-16,16,False
2018-09-23,32,False
2018-09-30,33,False
2018-10-07,34,False
2018-10-14,34,False
2018-10-21,33,False
2018-10-28,33,False
2018-11-04,16,False
2018-11-11,25,False
2018-11-18,16,False
2018-11-25,32,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,24,False
2018-12-23,37,False
2018-12-30,17,False
2019-01-06,23,False
2019-01-13,37,False
2019-01-20,15,False
2019-01-27,14,False
2019-02-03,14,False
2019-02-10,0,False
2019-02-17,15,False
2019-02-24,15,False
2019-03-03,23,False
2019-03-10,22,False
2019-03-17,30,False
2019-03-24,22,False
2019-03-31,22,False
2019-04-07,0,False
2019-04-14,15,False
2019-04-21,15,False
2019-04-28,0,False
2019-05-05,14,False
2019-05-12,14,False
2019-05-19,21,False
2019-05-26,27,False
2019-06-02,15,False
2019-06-09,15,False
2019-06-16,15,False
2019-06-23,0,False
2019-06-30,61,False
2019-07-07,14,False
2019-07-14,30,False
2019-07-21,30,False
2019-07-28,15,False
2019-08-04,15,False
2019-08-11,30,False
2019-08-18,14,False
2019-08-25,0,False
2019-09-01,13,False
2019-09-08,14,False
2019-09-15,28,False
2019-09-22,0,False
2019-09-29,14,False
2019-10-06,0,False
2019-10-13,14,False
2019-10-20,41,False
2019-10-27,14,False
2019-11-03,27,False
2019-11-10,14,False
2019-11-17,20,False
2019-11-24,0,False
2019-12-01,14,False
2019-12-08,14,False
2019-12-15,29,False
2019-12-22,0,False
2019-12-29,16,False
2020-01-05,14,False
2020-01-12,0,False
2020-01-19,39,False
2020-01-26,26,False
2020-02-02,0,False
2020-02-09,26,False
2020-02-16,13,False
2020-02-23,18,False
2020-03-01,24,False
2020-03-08,35,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,11,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,11,False
2020-04-26,19,True
