date,hochzeitsfotograf,isPartial
2018-01-07,52,False
2018-01-14,31,False
2018-01-21,21,False
2018-01-28,31,False
2018-02-04,64,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,31,False
2018-03-04,21,False
2018-03-11,42,False
2018-03-18,64,False
2018-03-25,90,False
2018-04-01,23,False
2018-04-08,22,False
2018-04-15,34,False
2018-04-22,54,False
2018-04-29,22,False
2018-05-06,0,False
2018-05-13,22,False
2018-05-20,65,False
2018-05-27,0,False
2018-06-03,22,False
2018-06-10,32,False
2018-06-17,43,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,66,False
2018-07-15,23,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,42,False
2018-08-12,32,False
2018-08-19,0,False
2018-08-26,21,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,54,False
2018-09-23,55,False
2018-09-30,23,False
2018-10-07,22,False
2018-10-14,32,False
2018-10-21,63,False
2018-10-28,21,False
2018-11-04,20,False
2018-11-11,0,False
2018-11-18,20,False
2018-11-25,31,False
2018-12-02,31,False
2018-12-09,21,False
2018-12-16,21,False
2018-12-23,69,False
2018-12-30,42,False
2019-01-06,20,False
2019-01-13,49,False
2019-01-20,59,False
2019-01-27,69,False
2019-02-03,40,False
2019-02-10,51,False
2019-02-17,31,False
2019-02-24,32,False
2019-03-03,30,False
2019-03-10,39,False
2019-03-17,72,False
2019-03-24,62,False
2019-03-31,21,False
2019-04-07,52,False
2019-04-14,43,False
2019-04-21,21,False
2019-04-28,31,False
2019-05-05,40,False
2019-05-12,41,False
2019-05-19,100,False
2019-05-26,61,False
2019-06-02,40,False
2019-06-09,20,False
2019-06-16,42,False
2019-06-23,21,False
2019-06-30,42,False
2019-07-07,42,False
2019-07-14,54,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,0,False
2019-08-18,41,False
2019-08-25,20,False
2019-09-01,59,False
2019-09-08,30,False
2019-09-15,51,False
2019-09-22,30,False
2019-09-29,40,False
2019-10-06,20,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,28,False
2019-11-03,37,False
2019-11-10,65,False
2019-11-17,19,False
2019-11-24,37,False
2019-12-01,76,False
2019-12-08,56,False
2019-12-15,19,False
2019-12-22,21,False
2019-12-29,29,False
2020-01-05,18,False
2020-01-12,53,False
2020-01-19,36,False
2020-01-26,18,False
2020-02-02,44,False
2020-02-09,17,False
2020-02-16,19,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,24,False
2020-03-15,47,False
2020-03-22,45,False
2020-03-29,30,False
2020-04-05,17,False
2020-04-12,0,True
