date,hochzeitsfotograf,isPartial
2018-01-07,19,False
2018-01-14,18,False
2018-01-21,0,False
2018-01-28,37,False
2018-02-04,19,False
2018-02-11,37,False
2018-02-18,38,False
2018-02-25,37,False
2018-03-04,19,False
2018-03-11,37,False
2018-03-18,28,False
2018-03-25,38,False
2018-04-01,20,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,0,False
2018-04-29,38,False
2018-05-06,20,False
2018-05-13,19,False
2018-05-20,20,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,18,False
2018-06-17,36,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,18,False
2018-07-15,0,False
2018-07-22,18,False
2018-07-29,18,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,36,False
2018-08-26,18,False
2018-09-02,18,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,18,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,36,False
2018-11-04,36,False
2018-11-11,55,False
2018-11-18,0,False
2018-11-25,18,False
2018-12-02,18,False
2018-12-09,18,False
2018-12-16,19,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,35,False
2019-01-13,34,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,35,False
2019-02-10,27,False
2019-02-17,0,False
2019-02-24,18,False
2019-03-03,34,False
2019-03-10,51,False
2019-03-17,35,False
2019-03-24,18,False
2019-03-31,19,False
2019-04-07,28,False
2019-04-14,57,False
2019-04-21,72,False
2019-04-28,17,False
2019-05-05,35,False
2019-05-12,18,False
2019-05-19,17,False
2019-05-26,26,False
2019-06-02,34,False
2019-06-09,100,False
2019-06-16,34,False
2019-06-23,26,False
2019-06-30,50,False
2019-07-07,51,False
2019-07-14,25,False
2019-07-21,0,False
2019-07-28,25,False
2019-08-04,17,False
2019-08-11,23,False
2019-08-18,25,False
2019-08-25,33,False
2019-09-01,24,False
2019-09-08,16,False
2019-09-15,50,False
2019-09-22,25,False
2019-09-29,64,False
2019-10-06,33,False
2019-10-13,16,False
2019-10-20,32,False
2019-10-27,31,False
2019-11-03,46,False
2019-11-10,24,False
2019-11-17,16,False
2019-11-24,16,False
2019-12-01,64,False
2019-12-08,32,False
2019-12-15,25,False
2019-12-22,17,False
2019-12-29,39,False
2020-01-05,30,False
2020-01-12,0,False
2020-01-19,15,False
2020-01-26,46,False
2020-02-02,31,False
2020-02-09,22,False
2020-02-16,30,False
2020-02-23,37,False
2020-03-01,15,False
2020-03-08,42,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,46,False
2020-04-05,22,False
2020-04-12,0,True
