date,Hochzeitsfotograf,isPartial
2018-01-07,31,False
2018-01-14,63,False
2018-01-21,77,False
2018-01-28,61,False
2018-02-04,49,False
2018-02-11,63,False
2018-02-18,0,False
2018-02-25,93,False
2018-03-04,46,False
2018-03-11,0,False
2018-03-18,61,False
2018-03-25,33,False
2018-04-01,35,False
2018-04-08,48,False
2018-04-15,32,False
2018-04-22,64,False
2018-04-29,65,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,32,False
2018-06-03,0,False
2018-06-10,92,False
2018-06-17,32,False
2018-06-24,65,False
2018-07-01,65,False
2018-07-08,33,False
2018-07-15,35,False
2018-07-22,0,False
2018-07-29,38,False
2018-08-05,36,False
2018-08-12,0,False
2018-08-19,68,False
2018-08-26,0,False
2018-09-02,48,False
2018-09-09,32,False
2018-09-16,33,False
2018-09-23,32,False
2018-09-30,87,False
2018-10-07,54,False
2018-10-14,49,False
2018-10-21,51,False
2018-10-28,33,False
2018-11-04,30,False
2018-11-11,32,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,95,False
2018-12-09,64,False
2018-12-16,68,False
2018-12-23,43,False
2018-12-30,36,False
2019-01-06,29,False
2019-01-13,66,False
2019-01-20,70,False
2019-01-27,49,False
2019-02-03,48,False
2019-02-10,31,False
2019-02-17,61,False
2019-02-24,30,False
2019-03-03,51,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,63,False
2019-03-31,0,False
2019-04-07,100,False
2019-04-14,88,False
2019-04-21,35,False
2019-04-28,77,False
2019-05-05,0,False
2019-05-12,95,False
2019-05-19,61,False
2019-05-26,64,False
2019-06-02,27,False
2019-06-09,48,False
2019-06-16,79,False
2019-06-23,66,False
2019-06-30,80,False
2019-07-07,79,False
2019-07-14,33,False
2019-07-21,0,False
2019-07-28,64,False
2019-08-04,32,False
2019-08-11,63,False
2019-08-18,31,False
2019-08-25,29,False
2019-09-01,43,False
2019-09-08,62,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,55,False
2019-10-06,93,False
2019-10-13,76,False
2019-10-20,59,False
2019-10-27,0,False
2019-11-03,51,False
2019-11-10,30,False
2019-11-17,58,False
2019-11-24,57,False
2019-12-01,27,False
2019-12-08,29,False
2019-12-15,31,False
2019-12-22,39,False
2019-12-29,31,False
2020-01-05,0,False
2020-01-12,56,False
2020-01-19,29,False
2020-01-26,57,False
2020-02-02,29,False
2020-02-09,51,False
2020-02-16,29,False
2020-02-23,81,False
2020-03-01,0,False
2020-03-08,37,False
2020-03-15,40,False
2020-03-22,27,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
