date,Musica Italiana,isPartial
2018-01-07,35,False
2018-01-14,49,False
2018-01-21,63,False
2018-01-28,49,False
2018-02-04,55,False
2018-02-11,45,False
2018-02-18,35,False
2018-02-25,74,False
2018-03-04,57,False
2018-03-11,50,False
2018-03-18,35,False
2018-03-25,60,False
2018-04-01,55,False
2018-04-08,59,False
2018-04-15,74,False
2018-04-22,31,False
2018-04-29,45,False
2018-05-06,42,False
2018-05-13,52,False
2018-05-20,88,False
2018-05-27,61,False
2018-06-03,75,False
2018-06-10,41,False
2018-06-17,71,False
2018-06-24,81,False
2018-07-01,44,False
2018-07-08,80,False
2018-07-15,30,False
2018-07-22,61,False
2018-07-29,53,False
2018-08-05,72,False
2018-08-12,51,False
2018-08-19,86,False
2018-08-26,63,False
2018-09-02,81,False
2018-09-09,29,False
2018-09-16,42,False
2018-09-23,57,False
2018-09-30,86,False
2018-10-07,30,False
2018-10-14,15,False
2018-10-21,65,False
2018-10-28,21,False
2018-11-04,72,False
2018-11-11,70,False
2018-11-18,68,False
2018-11-25,82,False
2018-12-02,55,False
2018-12-09,23,False
2018-12-16,77,False
2018-12-23,24,False
2018-12-30,100,False
2019-01-06,22,False
2019-01-13,43,False
2019-01-20,60,False
2019-01-27,75,False
2019-02-03,68,False
2019-02-10,28,False
2019-02-17,35,False
2019-02-24,49,False
2019-03-03,88,False
2019-03-10,56,False
2019-03-17,65,False
2019-03-24,51,False
2019-03-31,65,False
2019-04-07,65,False
2019-04-14,46,False
2019-04-21,76,False
2019-04-28,21,False
2019-05-05,84,False
2019-05-12,56,False
2019-05-19,34,False
2019-05-26,13,False
2019-06-02,66,False
2019-06-09,53,False
2019-06-16,67,False
2019-06-23,54,False
2019-06-30,63,False
2019-07-07,53,False
2019-07-14,68,False
2019-07-21,62,False
2019-07-28,54,False
2019-08-04,81,False
2019-08-11,26,False
2019-08-18,66,False
2019-08-25,65,False
2019-09-01,47,False
2019-09-08,21,False
2019-09-15,40,False
2019-09-22,33,False
2019-09-29,46,False
2019-10-06,62,False
2019-10-13,41,False
2019-10-20,74,False
2019-10-27,33,False
2019-11-03,56,False
2019-11-10,60,False
2019-11-17,39,False
2019-11-24,33,False
2019-12-01,28,False
2019-12-08,55,False
2019-12-15,62,False
2019-12-22,45,False
2019-12-29,43,False
2020-01-05,67,False
2020-01-12,71,False
2020-01-19,33,False
2020-01-26,26,False
2020-02-02,76,False
2020-02-09,65,False
2020-02-16,72,False
2020-02-23,55,False
2020-03-01,83,False
2020-03-08,35,False
2020-03-15,79,False
2020-03-22,73,False
2020-03-29,96,False
2020-04-05,80,False
2020-04-12,68,False
2020-04-19,83,False
2020-04-26,82,True
