date,Musica Italiana,isPartial
2018-01-07,31,False
2018-01-14,31,False
2018-01-21,19,False
2018-01-28,30,False
2018-02-04,29,False
2018-02-11,42,False
2018-02-18,41,False
2018-02-25,20,False
2018-03-04,0,False
2018-03-11,31,False
2018-03-18,52,False
2018-03-25,11,False
2018-04-01,56,False
2018-04-08,31,False
2018-04-15,11,False
2018-04-22,11,False
2018-04-29,32,False
2018-05-06,21,False
2018-05-13,11,False
2018-05-20,43,False
2018-05-27,32,False
2018-06-03,32,False
2018-06-10,52,False
2018-06-17,34,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,36,False
2018-07-22,24,False
2018-07-29,76,False
2018-08-05,69,False
2018-08-12,47,False
2018-08-19,0,False
2018-08-26,12,False
2018-09-02,12,False
2018-09-09,11,False
2018-09-16,0,False
2018-09-23,11,False
2018-09-30,11,False
2018-10-07,0,False
2018-10-14,23,False
2018-10-21,23,False
2018-10-28,11,False
2018-11-04,32,False
2018-11-11,32,False
2018-11-18,0,False
2018-11-25,21,False
2018-12-02,0,False
2018-12-09,22,False
2018-12-16,11,False
2018-12-23,13,False
2018-12-30,12,False
2019-01-06,0,False
2019-01-13,10,False
2019-01-20,10,False
2019-01-27,29,False
2019-02-03,19,False
2019-02-10,20,False
2019-02-17,100,False
2019-02-24,21,False
2019-03-03,10,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,41,False
2019-03-31,30,False
2019-04-07,60,False
2019-04-14,10,False
2019-04-21,0,False
2019-04-28,11,False
2019-05-05,31,False
2019-05-12,40,False
2019-05-19,0,False
2019-05-26,19,False
2019-06-02,20,False
2019-06-09,20,False
2019-06-16,30,False
2019-06-23,11,False
2019-06-30,52,False
2019-07-07,52,False
2019-07-14,21,False
2019-07-21,33,False
2019-07-28,23,False
2019-08-04,24,False
2019-08-11,66,False
2019-08-18,36,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,38,False
2019-09-22,39,False
2019-09-29,29,False
2019-10-06,20,False
2019-10-13,19,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,19,False
2019-11-10,28,False
2019-11-17,36,False
2019-11-24,27,False
2019-12-01,9,False
2019-12-08,67,False
2019-12-15,0,False
2019-12-22,22,False
2019-12-29,10,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,35,False
2020-01-26,34,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,35,False
2020-02-23,25,False
2020-03-01,8,False
2020-03-08,15,False
2020-03-15,62,False
2020-03-22,15,False
2020-03-29,61,False
2020-04-05,16,False
2020-04-12,40,False
2020-04-19,46,False
2020-04-26,13,True
