date,Musica Italiana,isPartial
2018-01-07,17,False
2018-01-14,17,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,26,False
2018-02-11,36,False
2018-02-18,17,False
2018-02-25,16,False
2018-03-04,0,False
2018-03-11,17,False
2018-03-18,17,False
2018-03-25,55,False
2018-04-01,18,False
2018-04-08,0,False
2018-04-15,19,False
2018-04-22,19,False
2018-04-29,52,False
2018-05-06,17,False
2018-05-13,19,False
2018-05-20,18,False
2018-05-27,36,False
2018-06-03,17,False
2018-06-10,16,False
2018-06-17,35,False
2018-06-24,0,False
2018-07-01,18,False
2018-07-08,0,False
2018-07-15,27,False
2018-07-22,26,False
2018-07-29,26,False
2018-08-05,25,False
2018-08-12,38,False
2018-08-19,17,False
2018-08-26,17,False
2018-09-02,18,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,18,False
2018-09-30,17,False
2018-10-07,56,False
2018-10-14,0,False
2018-10-21,39,False
2018-10-28,19,False
2018-11-04,37,False
2018-11-11,19,False
2018-11-18,19,False
2018-11-25,19,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,30,False
2018-12-23,0,False
2018-12-30,37,False
2019-01-06,18,False
2019-01-13,19,False
2019-01-20,17,False
2019-01-27,0,False
2019-02-03,18,False
2019-02-10,27,False
2019-02-17,0,False
2019-02-24,46,False
2019-03-03,19,False
2019-03-10,57,False
2019-03-17,39,False
2019-03-24,19,False
2019-03-31,0,False
2019-04-07,38,False
2019-04-14,0,False
2019-04-21,40,False
2019-04-28,19,False
2019-05-05,19,False
2019-05-12,18,False
2019-05-19,56,False
2019-05-26,17,False
2019-06-02,39,False
2019-06-09,39,False
2019-06-16,19,False
2019-06-23,38,False
2019-06-30,19,False
2019-07-07,0,False
2019-07-14,54,False
2019-07-21,28,False
2019-07-28,18,False
2019-08-04,35,False
2019-08-11,33,False
2019-08-18,15,False
2019-08-25,0,False
2019-09-01,48,False
2019-09-08,18,False
2019-09-15,17,False
2019-09-22,100,False
2019-09-29,17,False
2019-10-06,17,False
2019-10-13,35,False
2019-10-20,17,False
2019-10-27,0,False
2019-11-03,46,False
2019-11-10,16,False
2019-11-17,16,False
2019-11-24,0,False
2019-12-01,16,False
2019-12-08,33,False
2019-12-15,17,False
2019-12-22,36,False
2019-12-29,17,False
2020-01-05,16,False
2020-01-12,15,False
2020-01-19,15,False
2020-01-26,30,False
2020-02-02,29,False
2020-02-09,0,False
2020-02-16,15,False
2020-02-23,15,False
2020-03-01,21,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,38,False
2020-03-29,0,False
2020-04-05,21,False
2020-04-12,35,False
2020-04-19,20,False
2020-04-26,47,True
