date,Musica Italiana,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,20,False
2018-01-28,0,False
2018-02-04,48,False
2018-02-11,29,False
2018-02-18,20,False
2018-02-25,37,False
2018-03-04,48,False
2018-03-11,19,False
2018-03-18,20,False
2018-03-25,60,False
2018-04-01,100,False
2018-04-08,0,False
2018-04-15,41,False
2018-04-22,41,False
2018-04-29,19,False
2018-05-06,19,False
2018-05-13,0,False
2018-05-20,19,False
2018-05-27,19,False
2018-06-03,48,False
2018-06-10,37,False
2018-06-17,19,False
2018-06-24,57,False
2018-07-01,46,False
2018-07-08,54,False
2018-07-15,36,False
2018-07-22,45,False
2018-07-29,37,False
2018-08-05,36,False
2018-08-12,17,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,29,False
2018-09-16,38,False
2018-09-23,0,False
2018-09-30,19,False
2018-10-07,20,False
2018-10-14,41,False
2018-10-21,20,False
2018-10-28,38,False
2018-11-04,19,False
2018-11-11,31,False
2018-11-18,20,False
2018-11-25,0,False
2018-12-02,20,False
2018-12-09,21,False
2018-12-16,42,False
2018-12-23,23,False
2018-12-30,21,False
2019-01-06,20,False
2019-01-13,0,False
2019-01-20,18,False
2019-01-27,44,False
2019-02-03,18,False
2019-02-10,37,False
2019-02-17,19,False
2019-02-24,0,False
2019-03-03,37,False
2019-03-10,46,False
2019-03-17,38,False
2019-03-24,28,False
2019-03-31,56,False
2019-04-07,37,False
2019-04-14,19,False
2019-04-21,0,False
2019-04-28,18,False
2019-05-05,0,False
2019-05-12,27,False
2019-05-19,18,False
2019-05-26,17,False
2019-06-02,19,False
2019-06-09,35,False
2019-06-16,45,False
2019-06-23,36,False
2019-06-30,35,False
2019-07-07,34,False
2019-07-14,17,False
2019-07-21,17,False
2019-07-28,17,False
2019-08-04,51,False
2019-08-11,17,False
2019-08-18,24,False
2019-08-25,41,False
2019-09-01,25,False
2019-09-08,35,False
2019-09-15,26,False
2019-09-22,42,False
2019-09-29,17,False
2019-10-06,26,False
2019-10-13,33,False
2019-10-20,48,False
2019-10-27,33,False
2019-11-03,33,False
2019-11-10,68,False
2019-11-17,24,False
2019-11-24,0,False
2019-12-01,34,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,0,False
2020-01-12,16,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,33,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,0,False
2020-03-01,31,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,28,False
2020-03-29,29,False
2020-04-05,45,False
2020-04-12,30,False
2020-04-19,21,False
2020-04-26,74,True
