date,musica italiana,isPartial
2018-01-07,50,False
2018-01-14,25,False
2018-01-21,49,False
2018-01-28,24,False
2018-02-04,48,False
2018-02-11,74,False
2018-02-18,0,False
2018-02-25,45,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,24,False
2018-03-25,26,False
2018-04-01,53,False
2018-04-08,24,False
2018-04-15,25,False
2018-04-22,26,False
2018-04-29,38,False
2018-05-06,0,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,38,False
2018-06-03,0,False
2018-06-10,36,False
2018-06-17,49,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,49,False
2018-07-15,73,False
2018-07-22,48,False
2018-07-29,0,False
2018-08-05,73,False
2018-08-12,48,False
2018-08-19,37,False
2018-08-26,45,False
2018-09-02,0,False
2018-09-09,49,False
2018-09-16,0,False
2018-09-23,37,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,25,False
2018-10-21,51,False
2018-10-28,100,False
2018-11-04,25,False
2018-11-11,25,False
2018-11-18,48,False
2018-11-25,24,False
2018-12-02,25,False
2018-12-09,24,False
2018-12-16,24,False
2018-12-23,83,False
2018-12-30,51,False
2019-01-06,23,False
2019-01-13,23,False
2019-01-20,22,False
2019-01-27,43,False
2019-02-03,44,False
2019-02-10,45,False
2019-02-17,22,False
2019-02-24,56,False
2019-03-03,46,False
2019-03-10,56,False
2019-03-17,46,False
2019-03-24,67,False
2019-03-31,0,False
2019-04-07,91,False
2019-04-14,24,False
2019-04-21,0,False
2019-04-28,45,False
2019-05-05,22,False
2019-05-12,21,False
2019-05-19,0,False
2019-05-26,41,False
2019-06-02,46,False
2019-06-09,23,False
2019-06-16,0,False
2019-06-23,23,False
2019-06-30,46,False
2019-07-07,21,False
2019-07-14,68,False
2019-07-21,23,False
2019-07-28,44,False
2019-08-04,45,False
2019-08-11,23,False
2019-08-18,21,False
2019-08-25,41,False
2019-09-01,0,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,43,False
2019-09-29,31,False
2019-10-06,43,False
2019-10-13,64,False
2019-10-20,42,False
2019-10-27,21,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,31,False
2019-11-24,30,False
2019-12-01,21,False
2019-12-08,0,False
2019-12-15,22,False
2019-12-22,24,False
2019-12-29,0,False
2020-01-05,41,False
2020-01-12,19,False
2020-01-19,0,False
2020-01-26,39,False
2020-02-02,19,False
2020-02-09,40,False
2020-02-16,30,False
2020-02-23,0,False
2020-03-01,18,False
2020-03-08,18,False
2020-03-15,17,False
2020-03-22,40,False
2020-03-29,25,False
2020-04-05,26,False
2020-04-12,34,False
2020-04-19,57,False
2020-04-26,0,True
