date,Anbau,isPartial
2018-01-07,36,False
2018-01-14,18,False
2018-01-21,37,False
2018-01-28,19,False
2018-02-04,0,False
2018-02-11,36,False
2018-02-18,53,False
2018-02-25,35,False
2018-03-04,36,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,37,False
2018-04-01,29,False
2018-04-08,19,False
2018-04-15,67,False
2018-04-22,47,False
2018-04-29,28,False
2018-05-06,38,False
2018-05-13,36,False
2018-05-20,47,False
2018-05-27,19,False
2018-06-03,27,False
2018-06-10,43,False
2018-06-17,18,False
2018-06-24,27,False
2018-07-01,18,False
2018-07-08,36,False
2018-07-15,28,False
2018-07-22,28,False
2018-07-29,48,False
2018-08-05,18,False
2018-08-12,28,False
2018-08-19,72,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,35,False
2018-09-16,18,False
2018-09-23,35,False
2018-09-30,45,False
2018-10-07,0,False
2018-10-14,18,False
2018-10-21,36,False
2018-10-28,18,False
2018-11-04,0,False
2018-11-11,17,False
2018-11-18,17,False
2018-11-25,17,False
2018-12-02,35,False
2018-12-09,17,False
2018-12-16,0,False
2018-12-23,19,False
2018-12-30,17,False
2019-01-06,31,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,33,False
2019-02-03,17,False
2019-02-10,16,False
2019-02-17,24,False
2019-02-24,40,False
2019-03-03,49,False
2019-03-10,64,False
2019-03-17,33,False
2019-03-24,50,False
2019-03-31,51,False
2019-04-07,67,False
2019-04-14,18,False
2019-04-21,52,False
2019-04-28,56,False
2019-05-05,79,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,16,False
2019-06-02,49,False
2019-06-09,17,False
2019-06-16,50,False
2019-06-23,33,False
2019-06-30,59,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,44,False
2019-07-28,33,False
2019-08-04,0,False
2019-08-11,16,False
2019-08-18,24,False
2019-08-25,30,False
2019-09-01,15,False
2019-09-08,0,False
2019-09-15,16,False
2019-09-22,16,False
2019-09-29,53,False
2019-10-06,39,False
2019-10-13,46,False
2019-10-20,0,False
2019-10-27,30,False
2019-11-03,45,False
2019-11-10,74,False
2019-11-17,30,False
2019-11-24,15,False
2019-12-01,15,False
2019-12-08,15,False
2019-12-15,23,False
2019-12-22,17,False
2019-12-29,15,False
2020-01-05,55,False
2020-01-12,40,False
2020-01-19,57,False
2020-01-26,28,False
2020-02-02,15,False
2020-02-09,42,False
2020-02-16,36,False
2020-02-23,21,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,37,False
2020-03-22,70,False
2020-03-29,53,False
2020-04-05,85,False
2020-04-12,56,False
2020-04-19,62,False
2020-04-26,55,False
2020-05-03,44,False
2020-05-10,100,False
2020-05-17,20,False
2020-05-24,38,False
2020-05-31,25,False
2020-06-07,33,False
2020-06-14,32,False
2020-06-21,13,False
2020-06-28,0,False
2020-07-05,29,False
