date,Anbau,isPartial
2018-01-07,52,False
2018-01-14,32,False
2018-01-21,74,False
2018-01-28,42,False
2018-02-04,21,False
2018-02-11,43,False
2018-02-18,66,False
2018-02-25,34,False
2018-03-04,32,False
2018-03-11,42,False
2018-03-18,43,False
2018-03-25,45,False
2018-04-01,58,False
2018-04-08,48,False
2018-04-15,25,False
2018-04-22,25,False
2018-04-29,73,False
2018-05-06,46,False
2018-05-13,21,False
2018-05-20,22,False
2018-05-27,23,False
2018-06-03,43,False
2018-06-10,31,False
2018-06-17,45,False
2018-06-24,65,False
2018-07-01,21,False
2018-07-08,22,False
2018-07-15,44,False
2018-07-22,23,False
2018-07-29,68,False
2018-08-05,54,False
2018-08-12,45,False
2018-08-19,22,False
2018-08-26,43,False
2018-09-02,44,False
2018-09-09,34,False
2018-09-16,65,False
2018-09-23,22,False
2018-09-30,72,False
2018-10-07,51,False
2018-10-14,27,False
2018-10-21,53,False
2018-10-28,24,False
2018-11-04,34,False
2018-11-11,0,False
2018-11-18,27,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,38,False
2018-12-16,43,False
2018-12-23,60,False
2018-12-30,22,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,40,False
2019-01-27,20,False
2019-02-03,0,False
2019-02-10,20,False
2019-02-17,0,False
2019-02-24,20,False
2019-03-03,63,False
2019-03-10,41,False
2019-03-17,21,False
2019-03-24,41,False
2019-03-31,31,False
2019-04-07,31,False
2019-04-14,44,False
2019-04-21,43,False
2019-04-28,62,False
2019-05-05,40,False
2019-05-12,20,False
2019-05-19,59,False
2019-05-26,20,False
2019-06-02,0,False
2019-06-09,21,False
2019-06-16,0,False
2019-06-23,42,False
2019-06-30,100,False
2019-07-07,20,False
2019-07-14,43,False
2019-07-21,33,False
2019-07-28,42,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,82,False
2019-08-25,31,False
2019-09-01,30,False
2019-09-08,21,False
2019-09-15,65,False
2019-09-22,21,False
2019-09-29,0,False
2019-10-06,54,False
2019-10-13,23,False
2019-10-20,45,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,23,False
2019-12-22,37,False
2019-12-29,19,False
2020-01-05,17,False
2020-01-12,19,False
2020-01-19,60,False
2020-01-26,39,False
2020-02-02,36,False
2020-02-09,37,False
2020-02-16,52,False
2020-02-23,40,False
2020-03-01,40,False
2020-03-08,19,False
2020-03-15,46,False
2020-03-22,31,False
2020-03-29,39,False
2020-04-05,71,False
2020-04-12,42,False
2020-04-19,49,False
2020-04-26,83,False
2020-05-03,52,False
2020-05-10,44,False
2020-05-17,75,False
2020-05-24,44,False
2020-05-31,34,False
2020-06-07,56,False
2020-06-14,26,False
2020-06-21,19,False
2020-06-28,48,False
2020-07-05,40,False
